x,y,t
0.908221,0.102837,0.000000
0.914752,0.104496,0.010000
0.921282,0.106156,0.020000
0.927812,0.107815,0.030000
0.934342,0.109474,0.040000
0.940872,0.111133,0.050000
0.947402,0.112793,0.060000
0.953932,0.114452,0.070000
0.960462,0.116111,0.080000
0.966992,0.117770,0.090000
0.973523,0.119430,0.100000
0.980053,0.121089,0.110000
0.986583,0.122748,0.120000
0.991456,0.124208,0.130000
0.984718,0.124207,0.140000
0.977981,0.124206,0.150000
0.971243,0.124204,0.160000
0.964505,0.124203,0.170000
0.957768,0.124202,0.180000
0.951030,0.124200,0.190000
0.944292,0.124199,0.200000
0.937555,0.124198,0.210000
0.930817,0.124197,0.220000
0.924079,0.124195,0.230000
0.917342,0.124194,0.240000
0.910604,0.124193,0.250000
0.903866,0.124191,0.260000
0.897129,0.124190,0.270000
0.890391,0.124189,0.280000
0.883654,0.124188,0.290000
0.876916,0.124186,0.300000
0.870178,0.124185,0.310000
0.863441,0.124184,0.320000
0.856703,0.124182,0.330000
0.849965,0.124181,0.340000
0.843228,0.124180,0.350000
0.836490,0.124179,0.360000
0.829752,0.124177,0.370000
0.823015,0.124176,0.380000
0.816277,0.124175,0.390000
0.809539,0.124173,0.400000
0.802802,0.124172,0.410000
0.796064,0.124171,0.420000
0.789326,0.124170,0.430000
0.782589,0.124168,0.440000
0.775851,0.124167,0.450000
0.769113,0.124166,0.460000
0.762376,0.124164,0.470000
0.755638,0.124163,0.480000
0.748901,0.124162,0.490000
0.742163,0.124161,0.500000
0.735425,0.124159,0.510000
0.728688,0.124158,0.520000
0.721950,0.124157,0.530000
0.715212,0.124155,0.540000
0.708475,0.124154,0.550000
0.701737,0.124153,0.560000
0.694999,0.124151,0.570000
0.688262,0.124150,0.580000
0.681524,0.124149,0.590000
0.674786,0.124148,0.600000
0.668049,0.124146,0.610000
0.661311,0.124145,0.620000
0.654573,0.124144,0.630000
0.647836,0.124142,0.640000
0.641098,0.124141,0.650000
0.634360,0.124140,0.660000
0.627623,0.124139,0.670000
0.620885,0.124137,0.680000
0.614148,0.124136,0.690000
0.607410,0.124135,0.700000
0.600672,0.124133,0.710000
0.593935,0.124132,0.720000
0.587197,0.124131,0.730000
0.580459,0.124130,0.740000
0.573722,0.124128,0.750000
0.566984,0.124127,0.760000
0.560246,0.124126,0.770000
0.553509,0.124124,0.780000
0.546771,0.124123,0.790000
0.540033,0.124122,0.800000
0.533296,0.124121,0.810000
0.526558,0.124119,0.820000
0.519820,0.124118,0.830000
0.513083,0.124117,0.839999
0.506345,0.124115,0.849999
0.499608,0.124114,0.859999
0.492870,0.124113,0.869999
0.486132,0.124112,0.879999
0.479395,0.124110,0.889999
0.472657,0.124109,0.899999
0.465919,0.124108,0.909999
0.459182,0.124106,0.919999
0.452444,0.124105,0.929999
0.445707,0.124104,0.939999
0.438969,0.124103,0.949999
0.432231,0.124101,0.959999
0.425494,0.124100,0.969999
0.418756,0.124099,0.979999
0.412018,0.124097,0.989999
0.405281,0.124096,0.999999
0.398543,0.124095,1.009999
0.391806,0.124093,1.019999
0.385068,0.124092,1.029999
0.378330,0.124091,1.039999
0.371593,0.124090,1.049999
0.364855,0.124088,1.059999
0.358118,0.124087,1.069999
0.351380,0.124086,1.079999
0.344642,0.124084,1.089999
0.337905,0.124083,1.099999
0.331167,0.124082,1.109999
0.324429,0.124081,1.119999
0.317692,0.124079,1.129999
0.310954,0.124078,1.139999
0.304217,0.124077,1.149999
0.297479,0.124075,1.159999
0.290741,0.124074,1.169999
0.284004,0.124073,1.179999
0.277266,0.124072,1.189999
0.270528,0.124070,1.199999
0.263791,0.124069,1.209999
0.257053,0.124068,1.219999
0.250316,0.124066,1.229999
