time,theta,omega
202.627914, -1.767242, 1.476678
207.345322, -2.062294, -0.156347
212.052734, -1.057583, 2.030346
216.770142, -2.802569, -0.586861
221.477554, -3.105571, 1.237561
226.194962, -1.784363, 0.275369
230.902374, -0.720048, 2.067339
235.619781, -3.052061, -0.747039
240.327194, 1.291896, 1.558745
245.044601, 2.113689, -1.565542
249.752014, 1.869108, 0.106017
254.469421, 0.981131, -2.025357
259.181671, 2.840269, 0.610400
263.896271, -2.968803, -1.180017
268.610870, -2.109405, 1.253718
273.315460, -1.716472, -0.010281
278.030060, -0.976530, 2.008001
282.744659, -2.836022, -0.604764
287.459259, 3.003326, 1.186071
292.163849, 2.698679, -0.835623
296.878448, 1.688133, -0.276524
301.593048, 0.781799, -2.042528
306.307648, 2.984936, 0.700709
311.022247, -1.996445, -1.252887
315.726837, -2.478662, 1.450625
320.441437, -1.571204, 0.017277
325.156036, -1.043685, 1.970469
329.870636, -2.772745, -0.560319
334.575226, -2.941888, 1.290825
339.289825, -1.407787, 0.259054
344.004425, -1.040555, 1.947610
348.719025, -2.766366, -0.554620
353.433624, -2.894431, 1.300136
358.138214, -1.385447, 0.234939
362.852814, -1.082260, 1.933499
367.567413, -2.732350, -0.534245
372.282013, -2.734783, 1.363937
376.986603, -1.398207, 0.131579
381.701202, -1.133327, 1.921596
386.415802, -2.692882, -0.511467
391.130402, -2.561876, 1.439409
395.845001, -1.509728, 0.051424
400.549591, -1.082940, 1.953930
405.264191, -2.742294, -0.544938
409.978790, -2.796348, 1.340903
414.693390, -1.376822, 0.173718
419.397980, -1.138236, 1.918350
424.112579, -2.689961, -0.511647
428.827179, -2.556792, 1.443586
433.541779, -1.516476, 0.045396
438.256378, -1.064741, 1.955102
442.960968, -2.744019, -0.548441
447.675568, -2.814059, 1.335926
452.390167, -1.374402, 0.180852
457.104767, -1.121033, 1.918289
461.809357, -2.690612, -0.514315
466.523956, -2.568027, 1.440489
471.238556, -1.510423, 0.046633
475.953156, -1.072315, 1.953592
480.667755, -2.745366, -0.541546
485.372345, -2.803535, 1.342100
490.086945, -1.377431, 0.170136
494.801544, -1.127873, 1.918127
499.516144, -2.692754, -0.508020
504.220734, -2.563903, 1.444219
508.935333, -1.516402, 0.041021
513.649902, -1.073986, 1.955481
518.364502, -2.746830, -0.544904
523.079102, -2.806629, 1.334235
527.783691, -1.375322, 0.176458
532.498291, -1.130108, 1.918507
537.212891, -2.693261, -0.510636
541.927490, -2.560168, 1.439656
546.642090, -1.510311, 0.051694
551.346680, -1.081389, 1.954052
556.061279, -2.742924, -0.544702
560.775879, -2.796868, 1.340140
565.490479, -1.376394, 0.175151
570.195068, -1.136828, 1.918329
574.909668, -2.690409, -0.511274
579.624268, -2.556384, 1.443248
584.338867, -1.516040, 0.046248
589.053467, -1.063688, 1.954925
593.758057, -2.744186, -0.547902
598.472656, -2.812316, 1.336056
603.187256, -1.374433, 0.180854
607.901855, -1.119987, 1.918226
612.606445, -2.690794, -0.513790
617.321045, -2.566484, 1.440652
622.035645, -1.510870, 0.046977
626.750244, -1.070817, 1.953672
631.464844, -2.745936, -0.541271
636.169434, -2.803763, 1.341456
640.884033, -1.377078, 0.171391
645.598633, -1.126486, 1.918105
650.313232, -2.693189, -0.507642
655.017822, -2.563462, 1.443894
659.732422, -1.515994, 0.041859
664.447021, -1.072941, 1.955288
669.161621, -2.746954, -0.544307
673.876221, -2.804570, 1.334464
678.580811, -1.375385, 0.176311
683.295410, -1.129067, 1.918433
688.010010, -2.693413, -0.510063
692.724609, -2.558405, 1.439894
697.429199, -1.511415, 0.042267
702.143799, -1.079777, 1.954171
706.858398, -2.743567, -0.544444
711.572998, -2.797334, 1.339372
716.287598, -1.375969, 0.176603
720.992188, -1.135352, 1.918310
725.706787, -2.690888, -0.510890
730.421387, -2.556012, 1.442866
735.135986, -1.515533, 0.047167
739.840576, -1.082164, 1.955628
744.555176, -2.744327, -0.547312
749.269775, -2.810320, 1.336255
753.984375, -1.374490, 0.180754
758.698975, -1.118922, 1.918153
763.403564, -2.690972, -0.513232
768.118164, -2.564809, 1.440848
772.832764, -1.511378, 0.047332
777.547363, -1.069210, 1.953762
782.251953, -2.741149, -0.547577
786.966553, -2.804077, 1.340735
791.681152, -1.376690, 0.172781
796.395752, -1.125008, 1.918076
801.110352, -2.693651, -0.507234
805.814941, -2.562958, 1.443559
810.529541, -1.515578, 0.042744
815.244141, -1.071789, 1.955118
819.958740, -2.747148, -0.543739
824.663330, -2.816141, 1.338016
829.377930, -1.375404, 0.176373
834.092529, -1.127914, 1.918377
838.807129, -2.693635, -0.509515
843.521729, -2.556864, 1.440024
848.226318, -1.511814, 0.042685
852.940918, -1.078229, 1.954234
857.655518, -2.744131, -0.544119
862.370117, -2.797354, 1.338768
867.074707, -1.377422, 0.168886
871.789307, -1.133880, 1.918298
876.503906, -2.691344, -0.510479
881.218506, -2.555481, 1.442542
885.933105, -1.515136, 0.048040
890.637695, -1.080989, 1.955474
895.352295, -2.744544, -0.546757
900.066895, -2.808645, 1.336318
904.781494, -1.374490, 0.180883
909.486084, -1.136938, 1.918561
914.200684, -2.691212, -0.512696
918.915283, -2.563353, 1.440936
923.629883, -1.511720, 0.047769
928.344482, -1.067720, 1.953802
933.049072, -2.741679, -0.547242
937.763672, -2.803972, 1.340193
942.478271, -1.376401, 0.173879
947.192871, -1.123595, 1.918054
951.907471, -2.694082, -0.506825
956.612061, -2.562382, 1.443269
961.326660, -1.515235, 0.043570
966.041260, -1.070626, 1.954970
970.755859, -2.747371, -0.543205
975.460449, -2.814574, 1.338046
