time,theta,omega
202.627914, 1.894164, 0.123983
207.345322, 1.250678, -1.907226
212.052734, 2.478982, 0.384403
216.770142, 1.994142, -1.653228
221.477554, 1.894117, 0.123877
226.194962, 1.250483, -1.907230
230.902374, 2.479026, 0.384345
235.619781, 1.994035, -1.653221
240.327194, 1.894107, 0.123785
245.044601, 1.250328, -1.907226
249.752014, 2.479069, 0.384281
254.469421, 1.993915, -1.653219
259.181671, 1.891344, 0.119853
263.896271, 1.263608, -1.901110
268.610870, 2.461503, 0.367871
273.315460, 1.963782, -1.668823
278.030060, 1.919611, 0.132176
282.744659, 1.272549, -1.902233
287.459259, 2.457313, 0.367210
292.163849, 1.956802, -1.672686
296.878448, 1.927045, 0.136233
301.593048, 1.276870, -1.902404
306.307648, 2.455648, 0.367605
311.022247, 1.939022, -1.674851
315.726837, 1.929417, 0.138367
320.441437, 1.279827, -1.902435
325.156036, 2.454777, 0.368356
329.870636, 1.939904, -1.675217
334.575226, 1.930164, 0.139878
339.289825, 1.282315, -1.902431
344.004425, 2.454193, 0.369236
348.719025, 1.941472, -1.675279
353.433624, 1.931646, 0.131155
358.138214, 1.284632, -1.902415
362.852814, 2.453702, 0.370160
367.567413, 1.943269, -1.675239
372.282013, 1.931628, 0.132375
376.986603, 1.286885, -1.902396
381.701202, 2.453254, 0.371105
386.415802, 1.945185, -1.675139
391.130402, 1.931499, 0.133545
395.845001, 1.270076, -1.902519
400.549591, 2.452820, 0.372047
405.264191, 1.947101, -1.675045
409.978790, 1.931389, 0.134728
414.693390, 1.272298, -1.902511
419.397980, 2.452392, 0.373000
424.112579, 1.949057, -1.674933
428.827179, 1.931229, 0.135894
433.541779, 1.274513, -1.902500
438.256378, 2.455623, 0.365778
442.960968, 1.951020, -1.674816
447.675568, 1.931067, 0.137059
452.390167, 1.276738, -1.902483
457.104767, 2.455195, 0.366728
461.809357, 1.952947, -1.674714
466.523956, 1.930937, 0.138234
471.238556, 1.278956, -1.902472
475.953156, 2.454771, 0.367684
480.667755, 1.938149, -1.675554
485.372345, 1.930777, 0.139400
490.086945, 1.281174, -1.902454
494.801544, 2.454348, 0.368640
499.516144, 1.940105, -1.675445
504.220734, 1.930614, 0.140563
508.935333, 1.283390, -1.902434
513.649902, 2.453954, 0.369629
518.364502, 1.942200, -1.675293
523.079102, 1.931696, 0.131721
527.783691, 1.285638, -1.902412
532.498291, 2.453496, 0.370578
537.212891, 1.944099, -1.675204
541.927490, 1.931595, 0.132907
546.642090, 1.268857, -1.902523
551.346680, 2.453054, 0.371522
556.061279, 1.946019, -1.675109
560.775879, 1.931470, 0.134088
565.490479, 1.271088, -1.902516
570.195068, 2.452619, 0.372472
574.909668, 1.947954, -1.675008
579.624268, 1.931339, 0.135264
584.338867, 1.273309, -1.902507
589.053467, 2.455845, 0.365250
593.758057, 1.949914, -1.674892
598.472656, 1.931181, 0.136427
603.187256, 1.275522, -1.902494
607.901855, 2.455426, 0.366205
612.606445, 1.951874, -1.674777
617.321045, 1.931018, 0.137593
622.035645, 1.277728, -1.902483
626.750244, 2.455009, 0.367163
631.464844, 1.937086, -1.675609
636.169434, 1.930853, 0.138755
640.884033, 1.279955, -1.902461
645.598633, 2.454578, 0.368113
650.313232, 1.939026, -1.675509
655.017822, 1.930707, 0.139926
659.732422, 1.282181, -1.902443
664.447021, 2.454150, 0.369067
669.161621, 1.940975, -1.675401
673.876221, 1.931865, 0.131081
678.580811, 1.284392, -1.902424
683.295410, 2.453725, 0.370022
688.010010, 1.942940, -1.675285
692.724609, 1.931707, 0.132247
697.429199, 1.286613, -1.902398
702.143799, 2.453297, 0.370973
706.858398, 1.944892, -1.675175
711.572998, 1.931565, 0.133416
716.287598, 1.269805, -1.902522
720.992188, 2.452871, 0.371928
725.706787, 1.946848, -1.675063
730.421387, 1.931410, 0.134585
735.135986, 1.272031, -1.902511
739.840576, 2.452439, 0.372879
744.555176, 1.948794, -1.674955
749.269775, 1.931268, 0.135755
753.984375, 1.274253, -1.902499
758.698975, 2.455660, 0.365652
763.403564, 1.950737, -1.674847
768.118164, 1.931123, 0.136923
772.832764, 1.276446, -1.902485
777.547363, 2.455243, 0.366593
782.251953, 1.952661, -1.674738
786.966553, 1.930972, 0.138078
791.681152, 1.278655, -1.902472
796.395752, 2.454822, 0.367550
801.110352, 1.937871, -1.675574
805.814941, 1.930802, 0.139240
810.529541, 1.280873, -1.902454
815.244141, 2.454401, 0.368505
819.958740, 1.939826, -1.675463
824.663330, 1.930651, 0.140408
829.377930, 1.283085, -1.902437
834.092529, 2.453976, 0.369461
838.807129, 1.941790, -1.675351
843.521729, 1.931800, 0.131557
848.226318, 1.285307, -1.902414
852.940918, 2.453549, 0.370412
857.655518, 1.943741, -1.675241
862.370117, 1.931650, 0.132728
867.074707, 1.287526, -1.902389
