time,theta,omega
202.627914, 2.681665, 0.504928
207.345322, 2.521438, -1.453836
212.052734, 1.537661, -0.027621
216.770142, 1.074206, -1.953613
221.477554, 2.735869, 0.540994
226.194962, 2.772403, -1.345544
230.902374, 1.377458, -0.154980
235.619781, 1.149957, -1.907266
240.327194, 2.664016, 0.494338
245.044601, 2.446993, -1.487644
249.752014, 1.600038, 0.002562
254.469421, 1.046533, -1.969862
259.181671, 2.758353, 0.553019
263.896271, 2.884840, -1.300197
268.610870, 1.368778, -0.237575
273.315460, 1.134098, -1.912843
278.030060, 2.675257, 0.499625
282.744659, 2.504015, -1.461072
287.459259, 1.546238, -0.028253
292.163849, 1.096606, -1.951384
296.878448, 2.718287, 0.530091
301.593048, 2.704021, -1.374246
306.307648, 1.404112, -0.121127
311.022247, 1.151606, -1.908413
315.726837, 2.650353, 0.487661
320.441437, 2.411280, -1.505373
325.156036, 1.628362, 0.012394
329.870636, 1.048332, -1.971351
334.575226, 2.748360, 0.552323
339.289825, 2.857250, -1.314698
344.004425, 1.362639, -0.211021
348.719025, 1.145970, -1.904900
353.433624, 2.659386, 0.484633
358.138214, 2.434524, -1.496506
362.852814, 1.611172, 0.007087
367.567413, 1.059005, -1.967608
372.282013, 2.746716, 0.543399
376.986603, 2.831810, -1.326514
381.701202, 1.363002, -0.190138
386.415802, 1.161947, -1.901448
391.130402, 2.648824, 0.480635
395.845001, 2.385060, -1.513372
400.549591, 1.644203, 0.024011
405.264191, 1.052355, -1.975418
409.978790, 2.756286, 0.552193
414.693390, 2.875081, -1.303236
419.397980, 1.368217, -0.223611
424.112579, 1.139568, -1.910366
428.827179, 2.669895, 0.495671
433.541779, 2.479112, -1.471860
438.256378, 1.566183, -0.019112
442.960968, 1.086282, -1.956730
447.675568, 2.727073, 0.535149
452.390167, 2.742555, -1.357633
457.104767, 1.384537, -0.144043
461.809357, 1.176598, -1.903361
466.523956, 2.643449, 0.482513
471.238556, 2.380558, -1.519075
475.953156, 1.654475, 0.023027
480.667755, 1.038761, -1.976993
485.372345, 2.756704, 0.557254
490.086945, 2.896121, -1.299514
494.801544, 1.372027, -0.238233
499.516144, 1.117447, -1.914448
504.220734, 2.677600, 0.505050
508.935333, 2.528178, -1.453351
513.649902, 1.531334, -0.032024
518.364502, 1.092056, -1.946743
523.079102, 2.714773, 0.521722
527.783691, 2.678972, -1.388204
532.498291, 1.422414, -0.101010
537.212891, 1.150804, -1.913905
541.927490, 2.661361, 0.488588
546.642090, 2.435915, -1.489304
551.346680, 1.599251, 0.003352
556.061279, 1.066830, -1.964890
560.775879, 2.741502, 0.541648
565.490479, 2.799911, -1.331832
570.195068, 1.366120, -0.175186
574.909668, 1.170038, -1.900445
579.624268, 2.644223, 0.479640
584.338867, 2.372670, -1.520445
589.053467, 1.657510, 0.021306
593.758057, 1.051793, -1.978431
598.472656, 2.759188, 0.555896
603.187256, 2.896489, -1.296740
607.901855, 1.373060, -0.243600
612.606445, 1.127176, -1.916151
617.321045, 2.682233, 0.504916
622.035645, 2.537282, -1.446866
626.750244, 1.520343, -0.040704
631.464844, 1.091572, -1.943415
636.169434, 2.706166, 0.523244
640.884033, 2.652115, -1.397190
645.598633, 1.436589, -0.092182
650.313232, 1.137638, -1.918245
655.017822, 2.664922, 0.497976
659.732422, 2.475610, -1.476627
664.447021, 1.574221, -0.011314
669.161621, 1.071141, -1.958292
673.876221, 2.733475, 0.533282
678.580811, 2.763262, -1.352596
683.295410, 1.378912, -0.149403
688.010010, 1.166589, -1.901827
692.724609, 2.644747, 0.477196
697.429199, 2.380313, -1.522307
702.143799, 1.660016, 0.029484
706.858398, 1.045096, -1.978654
711.572998, 2.761600, 0.554456
716.287598, 2.896413, -1.294097
720.992188, 1.376519, -0.240128
725.706787, 1.117877, -1.917327
730.421387, 2.686724, 0.504678
735.135986, 2.545779, -1.440623
739.840576, 1.510455, -0.039458
744.555176, 1.110273, -1.940959
749.269775, 2.702976, 0.518127
753.984375, 2.626445, -1.405825
758.698975, 1.450887, -0.084407
763.403564, 1.143404, -1.923068
768.118164, 2.673590, 0.500446
772.832764, 2.501687, -1.462354
777.547363, 1.548559, -0.026778
782.251953, 1.096157, -1.952049
786.966553, 2.719130, 0.530974
791.681152, 2.709191, -1.372353
796.395752, 1.401598, -0.123422
801.110352, 1.153328, -1.907689
805.814941, 2.649129, 0.487211
810.529541, 2.407377, -1.507432
815.244141, 1.632209, 0.014409
819.958740, 1.047686, -1.972259
824.663330, 2.749421, 0.553370
829.377930, 2.863826, -1.312486
834.092529, 1.363413, -0.214845
838.807129, 1.143292, -1.906016
843.521729, 2.661970, 0.486520
848.226318, 2.446140, -1.491429
852.940918, 1.601542, 0.003050
857.655518, 1.063274, -1.965319
862.370117, 2.743088, 0.541317
867.074707, 2.815536, -1.333144
871.789307, 1.365145, -0.179024
876.503906, 1.166706, -1.900531
881.218506, 2.645436, 0.478991
885.933105, 2.372815, -1.519324
890.637695, 1.655388, 0.029176
895.352295, 1.049664, -1.977870
900.066895, 2.759400, 0.554644
904.781494, 2.892029, -1.297189
909.486084, 1.374007, -0.234381
914.200684, 1.126993, -1.915197
918.915283, 2.680858, 0.502716
923.629883, 2.526560, -1.450597
928.344482, 1.527346, -0.038282
933.049072, 1.104892, -1.946067
937.763672, 2.710106, 0.524418
942.478271, 2.664971, -1.390536
947.192871, 1.426912, -0.100969
951.907471, 1.139954, -1.915248
956.612061, 2.660975, 0.494081
961.326660, 2.454195, -1.485346
966.041260, 1.590746, -0.004899
970.755859, 1.061618, -1.962360
975.460449, 2.735305, 0.543288
980.175049, 2.792213, -1.339775
984.889648, 1.368756, -0.169457
989.604248, 1.163689, -1.900302
994.318848, 2.644951, 0.475776
