time,theta,omega
3.679998, 1.754514, 0.456490
8.359994, -2.784363, -1.128507
13.079989, 0.813794, 0.557440
17.800028, -2.468954, -0.809490
22.520136, -2.262564, 1.427886
27.240244, -1.692716, -1.017727
31.920351, 2.440561, 1.347330
36.640457, -0.787460, -0.298357
41.360565, 2.355302, 0.708015
46.080673, -0.963278, -2.089554
50.800781, 1.424954, 1.853210
55.520889, -0.244368, -2.277130
60.200996, 2.058759, 1.468971
64.921104, -1.892487, -0.021822
69.641212, 2.861679, 1.035937
74.361320, -0.823023, -0.530314
79.081429, 2.476193, 0.795144
83.761536, 1.947832, -1.647756
88.481644, 1.861609, 1.088819
93.201752, -1.945148, -1.602900
97.921860, 2.008590, 0.064706
102.641968, -2.902209, -1.105432
107.322075, 0.845897, 0.628694
112.042183, -2.504657, -0.847204
116.762291, 2.679813, 0.449511
121.482399, 0.750873, -2.223925
126.202507, 2.189278, 1.252848
130.882065, -2.777343, -0.516436
135.601273, 2.328994, 0.236897
140.320480, -2.614230, -1.318169
145.039688, 0.794876, 0.517615
149.758896, -2.452955, -0.785642
154.478104, -1.341678, 1.992459
159.157318, -2.047139, -1.179034
163.876526, -0.119373, 2.314342
168.595734, -2.144386, -1.389518
173.314941, 1.768978, -0.020642
178.034149, -2.813483, -0.959802
182.753357, 0.805960, 0.362891
187.432571, -2.378493, -0.737529
192.151779, 0.333883, 2.278108
196.870987, -1.995800, -1.517367
201.590195, 2.235140, 0.175764
206.309402, -2.797172, -1.239243
211.028610, 0.862831, 0.631829
215.707825, -2.501318, -0.852577
220.427032, 2.588234, 0.391075
225.146240, -1.109606, -2.032813
229.865448, 1.061277, 2.031709
234.584656, -1.327867, -1.904251
239.303864, 0.650907, 2.184058
243.983078, -1.836073, -1.622738
248.702286, 3.119903, 0.757628
253.421494, -0.859751, -0.576238
258.141510, 2.503377, 0.825956
262.862518, 3.099248, -0.804493
267.543518, 0.892429, 0.651710
272.264526, -2.533664, -0.869066
276.985535, 2.040093, 0.085776
281.706543, -2.893809, -1.126523
286.427551, 0.874925, 0.634020
291.108551, -2.508548, -0.856268
295.829559, 2.461717, 0.311047
300.550568, -2.189008, -1.501243
305.271576, 1.017645, 0.003253
309.952576, -2.348721, -0.663783
314.673584, 1.247388, 1.969345
319.394592, -0.577492, -2.209588
324.115601, 1.893173, 1.586674
328.836609, -2.975924, -0.648018
333.517609, 0.854588, 0.209286
338.238617, -2.351632, -0.692295
342.959625, 1.098818, 2.033453
347.680634, -1.134979, -1.997247
352.401642, 1.208373, 1.961595
357.082642, -1.003484, -2.061004
361.803650, 1.337061, 1.902271
366.524658, -0.472442, -2.236027
371.245667, 1.979015, 1.531634
375.926666, -2.448624, -0.301147
380.647675, 2.223751, 1.486588
385.368683, -0.927867, -0.068841
390.089691, 2.341639, 0.655951
394.810699, -1.477676, -1.850852
399.491699, -0.364037, 2.295692
404.212708, -2.170954, -1.340267
408.933716, 1.891670, 0.021062
413.654724, -2.870240, -1.035375
418.335724, 0.806293, 0.534661
423.056732, -2.451593, -0.801859
427.777740, -1.879621, 1.689617
432.498749, -1.896373, -1.087317
437.219757, 1.863114, 1.643667
441.900757, -2.734288, -0.484391
446.621765, -2.735366, 1.083704
451.342773, -1.317039, -0.919102
456.063782, 2.710742, 1.117531
460.784790, -0.796164, -0.400653
465.465790, 2.388736, 0.748371
470.186798, -0.091203, -2.308397
474.907806, 2.102387, 1.435311
479.628815, -1.860443, -0.007095
484.309814, 2.826801, 1.016886
489.030823, -0.802301, -0.496718
493.751831, 2.441423, 0.783565
498.472839, 1.220948, -2.051350
503.193848, 2.116797, 1.178409
507.874847, 0.970793, -2.155687
512.595398, 2.143315, 1.239868
517.312805, 2.765895, -1.056333
522.030212, 1.284183, 0.903193
526.747620, -2.711089, -1.099098
531.465027, 0.796066, 0.382997
536.182434, -2.407040, -0.733341
540.859863, 0.200241, 2.300389
545.577271, -2.033924, -1.487962
550.294678, 1.984551, 0.058701
555.012085, -2.880813, -1.092877
559.729492, 0.853100, 0.613029
564.446899, -2.513770, -0.838051
569.164307, 2.816264, 0.539909
573.881714, -1.874798, -0.019241
578.559143, 2.836748, 1.028607
583.276550, -0.808523, -0.522266
587.993958, 2.451669, 0.796146
592.711365, 1.741063, -1.776221
597.428772, 1.953604, 1.110186
602.146179, -1.478161, -1.846325
606.863586, -0.337733, 2.292803
611.580994, -2.206919, -1.316017
616.258423, 1.892703, 0.025365
620.975830, -2.848316, -1.037353
625.693237, 0.816210, 0.538365
630.410645, -2.464356, -0.802544
635.128052, -2.050988, 1.575582
639.845459, -1.814631, -1.056907
644.562866, 2.202078, 1.470449
649.280273, -1.078411, 0.026554
653.957703, 2.374791, 0.670319
658.675110, -0.976153, -2.088768
663.392517, 1.304877, 1.918894
668.109924, -0.558955, -2.215718
672.827332, 1.898640, 1.584016
677.544739, -2.855606, -0.564147
682.262146, 1.376221, -0.071480
686.979553, -2.570477, -0.754257
691.656982, 3.070769, 0.727895
696.374390, -0.826297, -0.508066
701.091797, 2.455488, 0.795133
705.809204, 1.799250, -1.740344
710.526611, 1.930516, 1.100799
715.244019, -1.647710, -1.758532
719.961426, -1.674035, 1.808633
724.678833, -1.984850, -1.103647
729.356262, 1.321430, 1.929819
734.073669, -0.227827, -2.286332
738.791077, 2.050724, 1.478638
743.508484, -1.935055, -0.037497
748.225891, 2.877391, 1.062264
752.943298, -0.839287, -0.574302
757.660706, 2.497781, 0.817504
762.378113, 2.788064, -1.037367
767.055542, 1.223264, 0.896879
771.772949, -2.686008, -1.079441
776.490356, 0.793493, 0.345654
781.207764, -2.379764, -0.725295
785.925171, 0.562267, 2.224246
790.642578, -1.889093, -1.588668
795.359985, 3.012370, 0.675047
800.077393, -0.827579, -0.315072
804.754822, 2.371270, 0.725428
809.472229, -0.541550, -2.233318
814.189636, 1.856174, 1.609280
818.907043, -3.072836, -0.722002
823.624451, 0.828007, 0.481807
828.341858, -2.456193, -0.780781
833.059265, -1.348136, 1.989937
837.776672, -2.089477, -1.153785
842.454102, -0.149197, 2.315356
847.171509, -2.137549, -1.391936
851.888916, 1.755318, -0.022741
856.606323, -2.795582, -0.951983
861.323730, 0.803950, 0.343197
866.041138, -2.390196, -0.723474
870.758545, 0.538427, 2.227914
875.475952, -1.938744, -1.557455
880.153381, 2.752941, 0.497616
884.870789, -2.975981, -0.659280
889.588196, 0.831326, 0.271482
894.305603, -2.369408, -0.707145
899.023010, 0.844705, 2.134907
903.740417, -1.604186, -1.756318
908.457825, -0.893603, 2.172818
913.175232, -2.181247, -1.221404
917.852661, -2.879014, 0.973677
922.570068, -1.168223, -0.865535
927.287476, 2.679828, 1.045076
932.004883, -0.812136, -0.275413
936.722290, 2.364053, 0.702480
941.439697, -0.970460, -2.085530
946.157104, 1.437684, 1.846309
950.874512, -0.202573, -2.283079
955.551941, 2.071188, 1.458803
960.269348, -1.827292, 0.000000
964.986755, 2.828127, 0.996106
969.704163, -0.801869, -0.456865
974.421570, 2.431107, 0.766195
979.138977, 0.670616, -2.242719
983.856384, 2.196882, 1.264665
988.573792, -2.514016, -0.336206
993.251221, 1.911114, 1.640785
997.968628, -1.886969, -0.019324
1002.686035, 2.853030, 1.032496
1007.403442, -0.817517, -0.529525
1012.120850, 2.465917, 0.797396
1016.838257, 1.899414, -1.674484
1021.555664, 1.890624, 1.074110
1026.236450, -1.888124, -1.635283
1030.961060, 2.189539, 0.152797
1035.685669, -2.830011, -1.212811
1040.410278, 0.872496, 0.644594
1045.094849, -2.511829, -0.858785
1049.819458, 2.431714, 0.291383
1054.544067, -2.344837, -1.429636
1059.228638, 0.835425, 0.176401
1063.953247, -2.330458, -0.674636
1068.677856, 1.415388, 1.882619
1073.362427, 0.039447, -2.309340
1078.087036, 2.126549, 1.408334
1082.811646, -1.799883, 0.012557
1087.496216, 2.798185, 0.979718
1092.220825, -0.793755, -0.407703
1096.945435, 2.406605, 0.746316
1101.670044, -0.051093, -2.305620
1106.354614, 2.105026, 1.423257
1111.079224, -1.840813, -0.002135
1115.803833, 2.850342, 1.003356
1120.488403, -0.794728, -0.467299
1125.213013, 2.426071, 0.770794
1129.937622, 0.690847, -2.237158
1134.622192, 2.149458, 1.283792
1139.346802, -2.679202, -0.447283
1144.071411, -0.743651, 2.225714
1148.755981, -2.141501, -1.279372
1153.480591, 2.827133, 0.548875
1158.205200, -1.591434, 0.054239
1162.929810, 2.708961, 0.858748
1167.614380, -1.041205, -0.010226
1172.338989, 2.376197, 0.667541
1177.063599, -1.107650, -2.026962
1181.748169, 1.113600, 2.011906
1186.472778, -1.096829, -2.017839
1191.197388, 1.211159, 1.961934
1195.881958, -0.932464, -2.091465
1200.606567, 1.432232, 1.852623
1205.331177, -0.016336, -2.302727
1210.055786, 2.155128, 1.392793
1214.740356, -1.803201, 0.008203
1219.464966, 2.821084, 0.980565
1224.189575, -0.802705, -0.409426
1228.874146, 2.394936, 0.753099
1233.598755, 0.040529, -2.313932
1238.323364, 2.146654, 1.393895
1243.007935, -1.828345, -0.001288
1247.732544, 2.826507, 0.996355
1252.457153, -0.802564, -0.446959
1257.141724, 2.404823, 0.768991
1261.866333, 0.496495, -2.282043
1266.590942, 2.183441, 1.309279
1271.315552, -2.132787, -0.122410
1276.000122, 2.845529, 1.180399
1280.724731, -0.869262, -0.656391
1285.449341, 2.536799, 0.858078
1290.133911, -2.294313, -0.215663
1294.858521, 2.682762, 1.287724
1299.583130, -0.816518, -0.566087
1304.267700, 2.455012, 0.816240
1308.992310, 2.273549, -1.421995
1313.716919, 1.685101, 1.023583
1318.441528, -2.487990, -1.327001
1323.126099, 0.789858, 0.288703
1327.850708, -2.355677, -0.702994
1332.575317, 1.053628, 2.049121
1337.259888, -1.254514, -1.944212
1341.984497, 0.716337, 2.167172
1346.709106, -1.783220, -1.652558
1351.393677, -2.360329, 1.357498
1356.118286, -1.625458, -1.016795
1360.842896, 2.544883, 1.294149
1365.527466, -0.773637, -0.361162
1370.252075, 2.371125, 0.728753
1374.976685, -0.607869, -2.210794
1379.701294, 1.867185, 1.600389
1384.385864, 2.959509, -0.909766
1389.110474, 1.076000, 0.803302
1393.835083, -2.659181, -0.982263
1398.519653, 0.916958, 0.099777
1403.244263, -2.341670, -0.666989
1407.968872, 1.375347, 1.902713
1412.653442, -0.157668, -2.295764
1417.378052, 2.070064, 1.460677
1422.102661, -1.923443, -0.030920
1426.787231, 2.845196, 1.055339
1431.511841, -0.819887, -0.558783
1436.236450, 2.475243, 0.809750
1440.961060, 2.284461, -1.409785
1445.645630, 1.639494, 1.029348
1450.370239, -2.504761, -1.314656
1455.094849, 0.787918, 0.329519
1459.779419, -2.355540, -0.721470
1464.504028, 0.786564, 2.156586
1469.228638, -1.659065, -1.724043
1473.913208, -1.345184, 1.993119
1478.637817, -2.071787, -1.180458
1483.362427, -0.378634, 2.293701
1488.087036, -2.200334, -1.313956
1492.771606, 2.004255, 0.068225
1497.496216, -2.884113, -1.104412
1502.220825, 0.859671, 0.613648
1506.905396, -2.494082, -0.844364
1511.630005, 2.861940, 0.574053
1516.354614, -1.271948, 0.062782
1521.039185, 2.479105, 0.722096
1525.763794, 1.173626, -2.074620
1530.488403, 2.120366, 1.194175
1535.172974, 1.358726, -1.989449
1539.897583, 2.067508, 1.180650
1544.622192, 0.327158, -2.299564
1549.346802, 2.195900, 1.325056
1554.031372, -1.944263, -0.043513
1558.755981, 2.873771, 1.067951
