r,x,y,z,t
124.800003, -33.221653,-13.624666,169.713394,49.549484
98.199997, 28.608006,12.471888,133.302246,48.330338
98.199997, -22.407583,-13.864563,116.505280,48.646629
98.199997, -27.611187,-12.610806,130.473373,49.053078
98.199997, 23.670757,13.509079,119.817413,49.389107
178.199997, -30.463461,-18.673941,213.740067,48.151711
178.199997, 43.564663,15.481887,250.642776,48.519379
178.199997, -30.496994,-18.696932,214.126038,48.698303
178.199997, 42.704132,15.326638,247.762070,49.055954
178.199997, 47.559746,14.891468,264.790863,49.666122
71.500000, 27.580357,10.410432,107.640572,48.244942
71.500000, -16.330328,-12.986289,79.524857,48.537727
71.500000, -18.232769,-12.181707,83.276596,48.951912
71.500000, -20.765343,-11.535192,89.925850,49.386032
151.600006, 27.501835,17.296625,178.221786,48.215187
151.600006, 36.113869,14.898951,202.174194,48.564110
151.600006, -28.324038,-16.936398,179.496994,48.805717
151.600006, -37.819260,-14.580775,207.670105,49.171204
151.600006, 27.500259,17.285515,178.221680,49.390991
44.900002, 15.828799,9.568786,56.769947,48.436958
44.900002, 18.592438,9.067107,63.269169,49.047821
44.900002, -15.995590,-9.539694,57.190193,49.572296
124.900002, -29.336664,-14.387278,158.439224,48.291359
124.900002, 29.614214,14.332747,159.235886,48.620445
124.900002, -29.124210,-14.489660,157.806396,48.943382
124.900002, 30.040064,14.267703,160.457291,49.277725
124.900002, -28.422077,-14.626456,155.814926,49.592133
178.300003, 32.730145,18.640404,229.228012,48.087341
178.300003, -31.364767,-17.965546,211.269257,48.342041
178.300003, -43.661705,-15.478173,251.040100,48.708717
178.300003, 30.531942,18.743582,214.412735,48.886948
178.300003, -42.408100,-15.589769,246.771393,49.240631
178.300003, 30.378019,18.631781,212.388657,49.429375
98.300003, 20.955032,14.405303,113.134186,48.182358
98.300003, 24.706720,13.225757,122.439674,48.559547
98.300003, -30.018911,-12.204428,137.370056,48.994560
98.300003, 21.156626,14.309049,113.556435,49.283379
98.300003, 25.018394,13.120955,123.326683,49.663048
151.699997, 28.317905,16.885925,179.598206,48.156372
151.699997, 37.815784,14.613202,207.738342,48.521461
151.699997, -27.513800,-17.260942,178.345566,48.741447
151.699997, -36.151566,-15.009638,202.342728,49.090271
151.699997, 28.325598,16.940807,179.598145,49.331680
71.599998, -19.792816,-11.813827,87.621872,48.036163
71.599998, -24.653492,-10.848179,100.046204,48.533363
71.599998, 18.604490,12.133646,84.606323,48.907578
71.599998, 21.666677,11.350329,92.341972,49.352806
125.000000, 27.772339,14.816235,154.063843,48.057289
125.000000, -33.509544,-13.616838,170.805252,48.437851
125.000000, 24.727579,15.781488,146.180557,48.694733
125.000000, 30.789660,14.071266,162.576370,49.054565
45.000000, -15.286012,-9.698808,55.584610,48.214493
45.000000, -17.340178,-9.300676,60.411671,48.783600
45.000000, 18.473394,9.106261,63.069466,49.383354
98.400002, 25.542725,13.018629,124.871170,48.222229
98.400002, -27.484776,-12.608828,130.389206,48.613205
98.400002, 23.859001,13.463678,120.495056,48.951416
98.400002, -21.087761,-15.081635,119.133217,49.719582
151.800003, 28.325123,16.926266,179.700684,48.136139
151.800003, 37.822002,14.718355,207.812424,48.500931
151.800003, -36.172203,-14.976436,202.509460,49.069939
151.800003, 28.319557,16.888439,179.700256,49.311150
151.800003, 37.809505,14.607151,207.811066,49.675941
178.399994, -46.141098,-14.893373,259.933716,48.160240
178.399994, 31.329910,18.779610,220.551910,48.320816
178.399994, -36.142494,-16.619226,226.148453,48.613403
178.399994, 33.906029,17.177792,219.319260,48.871674
178.399994, -37.546131,-16.338943,230.709610,49.166840
178.399994, 32.358997,17.762833,214.828308,49.406860
71.699997, -23.758965,-10.979099,97.824287,48.343430
71.699997, 19.827555,11.814216,87.792496,48.738869
71.699997, 24.741526,10.809359,100.375053,49.237457
45.099998, -16.555571,-9.460341,58.659576,48.150322
45.099998, -22.850245,-8.595311,73.416702,49.027489
45.099998, 11.690616,10.789730,47.302456,49.372444
125.099998, 32.267941,13.804467,167.192719,48.043900
125.099998, -25.703884,-15.414346,148.562225,48.320320
125.099998, -33.225464,-13.642702,169.987076,48.705048
125.099998, 24.949047,15.685777,146.755554,48.966690
125.099998, 31.243120,14.012125,164.011200,49.330292
125.099998, -26.872431,-15.019515,151.680069,49.624069
98.500000, 25.307331,13.112604,124.486679,48.192078
98.500000, -27.974955,-12.590990,131.804291,48.590492
98.500000, 23.242010,13.625401,118.948647,48.919281
98.500000, 30.233894,12.205083,138.123718,49.363220
98.500000, -21.069174,-14.376147,113.554993,49.648170
151.899994, 28.330624,16.960520,179.801544,48.120766
151.899994, 37.818974,14.758130,207.879623,48.485260
151.899994, -27.552549,-17.301712,178.593109,48.705544
151.899994, -36.194862,-14.952756,202.679321,49.054466
151.899994, 28.323635,16.911886,179.801315,49.295380
151.899994, 37.804359,14.626208,207.878906,49.659874
125.199997, -30.391104,-14.151100,161.563309,48.586426
125.199997, 28.075087,14.712718,155.107056,48.895378
125.199997, -32.621918,-13.774863,168.323929,49.262550
125.199997, 25.416405,15.534787,147.929886,49.533516
45.200001, -17.517372,-9.293122,60.993721,48.282234
45.200001, 18.159546,9.163786,62.506310,48.867508
71.800003, -23.346552,-11.036139,96.883728,48.249702
71.800003, 20.465992,11.658091,89.505836,48.655556
71.800003, 28.269464,10.332619,109.738106,49.257393
71.800003, -16.293833,-13.135076,80.257248,49.529846
178.500000, -33.540154,-17.294678,217.191544,48.017914
178.500000, 39.496841,15.905122,237.210373,48.331924
178.500000, -31.008072,-18.204893,211.767532,48.549629
178.500000, -44.436409,-15.332846,253.940613,48.926620
178.500000, 30.736271,18.816959,216.252457,49.098900
178.500000, -40.091877,-16.011248,239.105698,49.427094
178.500000, 30.768871,18.330500,211.444946,49.638748
98.599998, 31.009993,12.051470,140.443207,48.213997
98.599998, -20.676643,-14.585345,112.969978,48.483177
98.599998, -24.361488,-13.305154,121.737869,48.857391
98.599998, 32.015079,11.905704,143.340149,49.332275
98.599998, -20.402122,-14.782926,113.007660,49.581322
152.000000, 28.332113,16.967239,179.902039,48.111244
152.000000, 37.805805,14.710966,207.944672,48.475441
152.000000, -27.563826,-17.257900,178.717331,48.695923
152.000000, -36.210514,-14.866815,202.849503,49.044846
152.000000, 28.323490,16.906561,179.901962,49.285461
152.000000, 37.811337,14.762910,207.944443,49.649559
45.299999, -19.980169,-8.912836,66.830215,48.384491
45.299999, 14.257649,9.970243,53.336876,48.866020
45.299999, 15.521917,9.679549,56.341797,49.392281
71.900002, 20.989599,11.533614,90.826103,48.278465
71.900002, -26.490025,-10.543458,105.125687,48.817024
71.900002, 16.921337,12.733452,80.772560,49.144524
71.900002, 18.836306,12.062730,85.188805,49.560196
178.600006, -50.098083,-14.416476,274.500916,48.451042
178.600006, 33.420227,18.645599,233.414185,48.591583
178.600006, -29.893002,-18.481657,207.346878,48.832993
178.600006, -37.912640,-16.257353,231.795227,49.145714
178.600006, 32.176670,17.747293,214.577194,49.382462
125.300003, 25.648769,15.444927,148.610291,48.004723
125.300003, 33.035076,13.744533,169.563263,48.386475
125.300003, -25.133255,-15.613960,147.365860,48.651489
125.300003, -31.644911,-13.914800,165.403427,49.018463
125.300003, 26.450045,15.226286,150.685455,49.305496
98.699997, -26.601404,-12.839975,128.196350,48.176804
98.699997, 25.356344,13.146560,124.776138,48.535149
98.699997, -27.945038,-12.548915,131.920654,48.932472
98.699997, 23.330828,13.627970,119.349159,49.261757
98.699997, 30.554951,12.210289,139.195084,49.710258
152.100006, -36.235683,-14.861231,203.020813,48.180077
152.100006, 28.327959,16.933619,180.002945,48.420395
152.100006, 37.784267,14.579504,208.012100,48.784294
152.100006, -36.238102,-14.882071,203.020813,49.353798
152.100006, 28.329256,16.943096,180.002914,49.594116
45.400002, 13.557065,10.150649,51.587608,48.461159
45.400002, 14.429361,9.932690,53.765781,48.970757
72.000000, -24.665297,-10.882617,100.425888,48.339066
72.000000, 18.723335,12.147734,85.229324,48.713280
72.000000, 21.880728,11.379422,93.203438,49.159203
72.000000, -23.447622,-11.054164,97.301315,49.619606
178.699997, -41.389988,-15.821358,243.648148,48.119576
178.699997, 30.473234,18.537271,211.867584,48.318138
178.699997, 44.100643,15.288380,252.976715,48.692055
178.699997, -30.662724,-18.753510,215.739685,48.866913
178.699997, 41.071453,15.834016,242.583282,49.204826
178.699997, -30.525944,-18.512896,211.711929,49.406464
125.400002, 26.530827,15.182262,151.002213,48.203781
125.400002, 37.168163,13.108838,182.367493,48.645935
125.400002, -24.108784,-16.360519,148.049881,48.851044
125.400002, -31.940752,-13.884559,166.375519,49.224464
125.400002, 26.145168,15.288899,149.980911,49.506836
98.800003, -30.111141,-12.187680,138.080109,48.178886
98.800003, 21.210552,14.365043,114.123032,48.466316
98.800003, 25.100832,13.188424,123.951637,48.845192
98.800003, -28.927193,-12.440091,134.721497,49.257889
98.800003, 22.236752,13.997435,116.576546,49.568527
152.199997, -27.606537,-17.319916,178.966461,48.091408
152.199997, -36.265675,-14.896118,203.192566,48.440430
152.199997, 28.334599,16.977381,180.103531,48.680450
152.199997, 37.782845,14.638847,208.077850,49.044052
152.199997, -27.606693,-17.320187,178.966400,49.264732
152.199997, -36.265713,-14.896282,203.192581,49.613754
178.800003, -40.930588,-15.755896,242.239792,48.299591
178.800003, 30.565445,18.512243,211.785690,48.502518
178.800003, 43.629650,15.509235,251.379257,48.869987
178.800003, -30.572752,-18.770704,214.871552,49.048714
178.800003, 42.683498,15.550232,248.173019,49.404480
178.800003, -30.442413,-18.646160,213.313232,49.591042
72.099998, 19.056095,12.061959,86.155701,48.210129
72.099998, 22.580029,11.219859,95.111542,48.665771
72.099998, -21.958096,-11.370036,93.554573,49.096024
72.099998, 23.257256,11.129981,96.878807,49.551666
45.500000, -15.123239,-9.791876,55.579845,48.442116
45.500000, -16.980593,-9.411400,59.964767,48.996246
45.500000, 20.041325,8.930925,67.132645,49.656105
125.500000, -25.906408,-15.362432,149.453018,48.228378
125.500000, -33.868195,-13.582007,172.281143,48.619751
125.500000, 24.630699,15.844007,146.504501,48.871773
125.500000, 30.638176,14.190539,162.531113,49.229027
125.500000, -27.809364,-14.797290,154.624878,49.533913
98.900002, 24.367996,13.344028,121.998131,48.234131
98.900002, -32.295998,-11.890985,144.412354,48.713577
98.900002, 20.421415,14.841665,113.539742,48.957764
98.900002, 24.474653,13.305260,122.304108,49.333267
178.899994, -54.342587,-14.091324,290.859314,48.499641
178.899994, 36.237595,18.448622,249.336121,48.625305
178.899994, -26.677334,-20.275799,202.527771,48.813156
178.899994, -33.805191,-17.274759,218.413345,49.105446
178.899994, 38.857224,16.122181,235.432938,49.411919
178.899994, -31.430323,-18.037798,213.009109,49.637062
152.300003, -27.619020,-17.281660,179.091522,48.050247
152.300003, 28.334717,16.977425,180.203720,48.638992
152.300003, 37.791309,14.791811,208.142395,49.002197
152.300003, -27.617731,-17.272318,179.091507,49.223175
152.300003, -36.304543,-15.004756,203.365829,49.572098
45.599998, 16.709654,9.473345,59.403057,48.036362
45.599998, -22.178391,-8.688607,72.245888,48.831207
45.599998, 12.136590,10.624300,48.350651,49.234184
45.599998, 12.615642,10.421009,49.309784,49.728409
72.199997, -18.977983,-12.044446,85.807533,48.065025
72.199997, -22.233551,-11.322228,94.283287,48.514420
72.199997, 22.721695,11.196020,95.609497,48.958755
72.199997, -21.694696,-11.408115,92.977814,49.383850
125.599998, 28.071396,14.756668,155.440430,48.052132
125.599998, -32.811634,-13.712544,169.262405,48.420792
125.599998, 25.342308,15.590577,148.119781,48.688980
125.599998, 32.121468,13.888023,167.080276,49.059921
125.599998, -26.012598,-15.352250,149.811188,49.339615
125.599998, -34.234856,-13.488338,173.502167,49.735550
99.000000, -33.885609,-11.771969,149.105667,48.210129
99.000000, 20.580986,15.021884,115.888649,48.427734
99.000000, 25.989737,13.004333,126.611679,48.818115
99.000000, -26.740318,-12.840299,128.832489,49.195206
99.000000, 25.219837,13.158224,124.681877,49.550674
179.000000, -33.843925,-17.374329,219.629547,48.234230
179.000000, 37.913113,16.433521,232.391159,48.531876
179.000000, -32.158314,-17.819506,214.871887,48.768127
179.000000, 43.401161,15.308701,250.872803,49.127464
179.000000, -30.545807,-18.707645,214.702042,49.307877
179.000000, 43.539059,15.304841,251.343079,49.673561
152.399994, -28.336298,-16.988731,180.303650,48.033981
152.399994, -37.779427,-14.759191,208.206589,48.396889
152.399994, 27.640726,17.311501,179.217010,48.617966
152.399994, 36.328526,14.974687,203.542145,48.966988
152.399994, -28.333323,-16.968689,180.303391,49.206512
152.399994, -37.772507,-14.699241,208.205093,49.569420
45.700001, -18.444637,-9.175523,63.568657,48.426247
45.700001, 16.632589,9.506125,59.314709,48.958061
72.300003, -18.949198,-12.068052,85.809425,48.011368
72.300003, -22.158587,-11.348008,94.170525,48.459175
72.300003, 22.947844,11.207213,96.249641,48.907082
72.300003, -21.354118,-11.522532,92.172676,49.325432
125.699997, 24.671671,16.496227,152.384369,48.427734
125.699997, 40.712284,12.826071,193.896240,48.951118
125.699997, -25.419224,-16.455709,156.989670,49.122902
125.699997, 31.683075,13.984439,165.955185,49.487892
179.100006, -31.959671,-18.823904,224.974762,48.072662
179.100006, 33.991413,17.296976,219.941330,48.346802
179.100006, -37.792854,-16.390118,232.115875,48.642860
179.100006, 32.268517,17.745392,215.270599,48.880501
179.100006, -42.857082,-15.453101,249.069366,49.232697
179.100006, 30.490618,18.703474,213.904160,49.417770
99.099998, 20.624685,14.658267,113.477684,48.212311
99.099998, 24.383291,13.378537,122.194855,48.585434
99.099998, -32.434265,-11.935404,144.968399,49.066666
99.099998, 20.443069,14.864630,113.873482,49.308769
99.099998, 24.571163,13.304093,122.737762,49.684570
45.799999, 14.651933,9.944029,54.600029,48.284317
45.799999, 19.167213,9.085581,65.328476,49.434631
152.500000, -28.333933,-16.972855,180.403397,48.016029
152.500000, -37.758488,-14.647665,208.269089,48.378639
152.500000, 27.660688,17.327028,179.342468,48.599815
152.500000, 36.344318,14.875537,203.717636,48.948936
152.500000, -28.329721,-16.943712,180.403214,49.188164
152.500000, -37.770939,-14.767683,208.267136,49.550674
72.400002, 26.167896,10.641979,104.700600,48.953499
72.400002, -17.300121,-12.649852,82.048401,49.291115
72.400002, -19.374472,-11.987801,86.995522,49.708771
125.800003, -25.273163,-15.645589,148.136017,48.024162
125.800003, -31.923433,-13.912711,166.667313,48.392624
125.800003, 26.269510,15.307180,150.655182,48.675591
125.800003, 35.296673,13.306345,176.944199,49.085808
125.800003, -24.166029,-16.177687,146.457962,49.316208
125.800003, -30.268579,-14.290085,161.683365,49.670685
179.199997, -37.717865,-16.312412,231.956863,48.155380
179.199997, 32.362598,17.740561,215.612183,48.393913
179.199997, -42.469723,-15.538500,247.823578,48.741150
179.199997, 30.478806,18.683378,213.473007,48.929695
179.199997, 50.083599,14.697766,274.926025,49.394463
179.199997, -33.418831,-18.579325,233.826309,49.535400
99.199997, -24.640648,-13.333088,122.996803,48.189400
99.199997, 30.965786,12.192399,140.814209,48.638000
99.199997, -20.818935,-14.585887,113.779861,48.909264
99.199997, -24.550619,-13.315195,122.762123,49.283180
45.900002, 18.039724,9.281211,62.762672,48.535347
45.900002, -17.481817,-9.369909,61.468311,49.088684
45.900002, 18.717232,9.183666,64.347939,49.683380
152.600006, -36.371723,-14.874060,203.894516,48.345016
152.600006, 28.331085,16.956131,180.502609,48.583946
152.600006, 37.757744,14.728761,208.329285,48.946159
152.600006, -27.670610,-17.265888,179.468918,49.167633
152.600006, -36.385090,-14.985981,203.896408,49.516655
72.500000, 19.439156,11.955689,87.261353,48.414543
72.500000, -20.872795,-11.631663,91.117905,49.287743
125.900002, -25.009155,-15.744794,147.642593,48.046974
125.900002, -31.322130,-13.984491,164.966400,48.409485
125.900002, 26.984144,15.081129,152.676804,48.702370
125.900002, -39.139801,-12.896980,189.048004,49.179932
125.900002, 24.728668,16.497946,152.846756,49.364609
179.300003, -30.719967,-18.826466,216.381210,48.087540
179.300003, 41.201202,15.740768,243.593658,48.425751
179.300003, -30.578590,-18.551392,212.484802,48.626297
179.300003, -44.004620,-15.390247,253.164703,48.997337
179.300003, 30.690929,18.764128,216.143906,49.173286
179.300003, -41.556385,-15.754793,244.774460,49.515167
179.300003, 30.527979,18.593065,212.680893,49.712341
99.300003, 20.489122,14.836493,113.937538,48.153992
99.300003, 24.507545,13.329297,122.728539,48.528503
99.300003, -31.725351,-12.008563,143.111160,48.992676
99.300003, 20.570816,14.737233,113.727440,49.248665
99.300003, 24.404640,13.369811,122.431236,49.621788
46.000000, 17.124540,9.441419,60.711170,48.738373
46.000000, -19.909849,-9.018821,67.220497,49.381668
152.699997, -36.402042,-14.888335,204.074890,48.329445
152.699997, 28.331402,16.965727,180.600845,48.568077
152.699997, 37.737343,14.641610,208.385071,48.929993
152.699997, -27.694939,-17.308134,179.595108,49.151566
152.699997, -36.411285,-14.969099,204.075027,49.500687
126.000000, -24.500484,-16.493589,151.324890,48.075241
126.000000, -35.445976,-13.437609,177.530518,48.492798
126.000000, 24.166824,16.171566,146.747086,48.721611
126.000000, 30.338907,14.275394,162.071365,49.076286
126.000000, -28.417126,-14.724602,156.756546,49.387222
72.599998, -23.484531,-11.141942,97.876915,48.439339
72.599998, 20.590048,11.732790,90.463737,48.842812
72.599998, 28.602139,10.352020,111.318573,49.447426
179.399994, -41.593506,-15.662079,245.019379,48.319328
179.399994, 30.532757,18.580465,212.829269,48.516106
179.399994, 44.668404,15.391166,255.554153,48.895279
179.399994, -30.866854,-18.787926,217.676117,49.066368
179.399994, 39.737141,15.966000,238.779953,49.389404
179.399994, -31.046097,-18.288687,212.776855,49.605125
46.099998, -19.522879,-9.067666,66.403999,48.544769
46.099998, 15.208419,9.863365,56.229401,49.038696
46.099998, 17.088554,9.465013,60.684910,49.588959
152.800003, -36.442314,-14.989921,204.255432,48.312981
152.800003, 28.337215,17.011791,180.700119,48.551315
152.800003, 37.732571,14.684431,208.445831,48.912933
152.800003, -27.713186,-17.307934,179.721756,49.134705
152.800003, -36.427715,-14.862228,204.255142,49.483925
152.800003, 28.340908,17.038731,180.699707,49.722160
99.400002, 20.672924,14.698384,113.847435,48.106285
99.400002, 24.445774,13.370491,122.627937,48.479210
99.400002, -32.250641,-11.905359,144.728485,48.954590
99.400002, 20.498634,14.829943,114.074135,49.200462
99.400002, 24.540787,13.349311,122.894760,49.574875
72.699997, -24.236689,-10.983953,99.899132,48.442612
72.699997, 19.524633,11.988349,87.841515,48.827438
72.699997, 23.646299,11.070972,98.373756,49.297264
72.699997, -20.373260,-11.763829,90.010056,49.696571
126.099998, -31.662598,-13.940101,166.159180,48.130188
126.099998, 37.533760,12.991787,184.174301,48.863541
126.099998, -24.256634,-16.433630,149.443649,49.064781
126.099998, -32.673203,-13.871568,169.163696,49.444450
126.099998, 25.610292,15.514456,149.245148,49.715912
179.500000, 33.858173,18.659470,236.492249,48.068100
179.500000, -29.318802,-18.802359,206.639938,48.302170
179.500000, -36.536007,-16.566069,228.004105,48.604774
179.500000, 33.870403,17.399662,220.174393,48.859772
179.500000, -37.983906,-16.315269,233.113174,49.157417
179.500000, 32.184399,17.865541,215.405685,49.392876
46.200001, 13.179290,10.358617,51.195919,49.127861
46.200001, 13.875842,10.182289,52.967319,49.625954
152.899994, -36.473141,-14.996857,204.440338,48.296318
152.899994, 28.334354,17.004259,180.796921,48.534355
152.899994, 37.724457,14.726867,208.495743,48.895576
152.899994, -27.726645,-17.262100,179.849625,49.117645
152.899994, 28.337038,17.023958,180.796722,49.704803
99.500000, 20.508844,14.840401,114.225670,48.078613
99.500000, 24.575117,13.328351,123.084724,48.453125
99.500000, -31.508606,-12.120984,142.635513,48.911247
99.500000, 20.667892,14.697598,113.964165,49.172096
99.500000, 24.463243,13.393900,122.750061,49.544823
72.800003, -20.588469,-11.725673,90.501648,48.377251
72.800003, -27.905922,-10.518588,109.599396,48.953499
72.800003, 16.517723,13.103435,81.143883,49.240829
126.199997, 31.867550,13.978138,166.834717,48.341942
126.199997, -36.065666,-13.342143,179.629105,49.046432
126.199997, 24.133949,16.292032,147.406647,49.266617
126.199997, 30.686615,14.172466,163.304581,49.624565
179.600006, -46.368504,-15.126044,261.773529,48.067108
179.600006, 31.500172,18.853798,222.283112,48.226891
179.600006, -36.058765,-16.864883,226.896393,48.516602
179.600006, 34.319225,17.155552,221.644485,48.777153
179.600006, -37.059128,-16.561506,230.197540,49.065178
179.600006, 33.074741,17.512882,217.969086,49.312042
179.600006, -40.040283,-15.990924,239.960663,49.630714
46.299999, -21.199829,-8.875152,70.504005,48.206757
46.299999, 13.263696,10.378257,51.618500,48.654266
46.299999, 15.124632,9.895066,56.132427,49.665627
99.599998, 20.678642,14.720502,114.085670,48.050049
99.599998, 24.476004,13.362928,122.887314,48.422775
99.599998, -32.228226,-12.007114,144.805237,48.896072
99.599998, 20.536318,14.844725,114.280251,49.142937
99.599998, 24.561476,13.359238,123.119522,49.516953
153.000000, -37.704254,-14.646601,208.549927,48.292946
153.000000, 27.752428,17.311413,179.977081,48.515114
153.000000, 36.489723,14.882521,204.623627,48.864433
153.000000, -28.336754,-17.030758,180.895050,49.102074
153.000000, -37.710686,-14.697539,208.552628,49.462997
153.000000, 27.753620,17.322329,179.976944,49.685165
72.900002, -17.506332,-12.636275,82.954018,48.332718
72.900002, -19.673725,-11.944736,88.191940,48.750969
72.900002, -23.844942,-11.085820,99.039810,49.222679
72.900002, 20.162718,11.847321,89.629807,49.617325
126.300003, -30.389181,-14.246901,162.495865,48.226692
126.300003, 28.420382,14.740651,157.030106,48.536835
126.300003, -32.157776,-13.985091,167.884872,48.894089
126.300003, 26.106113,15.367596,150.681717,49.173485
126.300003, 34.458069,13.606036,174.757935,49.569817
99.699997, 20.551300,14.849795,114.399834,48.021881
99.699997, 24.578793,13.349565,123.258095,48.395798
99.699997, -31.664852,-12.109240,143.260513,48.856102
99.699997, 20.658714,14.731445,114.207115,49.114174
99.699997, 24.498196,13.415891,123.007164,49.486702
46.400002, 15.861578,9.752642,57.987099,48.183647
46.400002, 18.413170,9.285825,64.029701,48.766441
46.400002, -17.070383,-9.510004,60.889351,49.301926
179.699997, -31.380913,-18.161633,213.695190,48.166092
179.699997, -46.709301,-15.190187,263.054413,48.570259
179.699997, 31.646294,18.798269,223.333908,48.728157
179.699997, -35.443844,-16.931505,225.055328,49.012810
179.699997, -35.495300,-16.954121,225.320648,49.554642
153.100006, -37.708652,-14.801299,208.600891,48.279160
153.100006, 27.771029,17.302959,180.105728,48.501625
153.100006, 36.532932,14.988317,204.812134,48.850945
153.100006, -28.337799,-17.054485,180.991364,49.088287
153.100006, -37.709663,-14.812155,208.600281,49.448814
153.100006, 27.771860,17.308435,180.105896,49.671280
73.000000, -20.746748,-11.693892,91.088364,48.695427
73.000000, -29.938700,-10.249892,115.269760,49.350822
73.000000, 16.709717,13.423651,84.149246,49.585686
126.400002, -31.986473,-13.946140,167.494247,48.197533
126.400002, 26.296690,15.320963,151.268066,48.479507
126.400002, 35.263462,13.477166,177.323578,48.886749
126.400002, -30.373844,-14.267403,162.531326,49.472519
99.800003, 24.511414,13.379883,123.148300,48.365646
99.800003, -32.183086,-11.963837,144.874359,48.836960
99.800003, 20.572495,14.843552,114.488518,49.084816
99.800003, 24.590847,13.405693,123.348976,49.458336
46.500000, 14.484009,10.068265,54.708923,48.479607
46.500000, 15.793406,9.782208,57.897110,48.999916
46.500000, 18.231600,9.315118,63.689659,49.575966
179.800003, 31.218534,18.807047,220.483246,48.139709
179.800003, -37.581657,-16.461151,232.019608,48.442017
179.800003, 32.623188,17.768019,216.857681,48.682632
179.800003, -41.679123,-15.630873,245.687225,49.019356
179.800003, 30.574909,18.636614,213.357315,49.215439
179.800003, 44.940121,15.333170,256.883911,49.597191
153.199997, -37.693699,-14.799253,208.644592,48.289970
153.199997, 36.569096,15.022882,205.004028,48.862053
153.199997, -28.332666,-17.037865,181.087036,49.099098
153.199997, -37.694122,-14.801191,208.645142,49.459229
73.099998, -27.078915,-10.596565,107.682404,48.494583
73.099998, 16.878510,12.914708,81.782990,48.807999
73.099998, 18.812529,12.198393,86.068146,49.219505
73.099998, 21.774950,11.471969,93.846222,49.658287
126.500000, 30.380373,14.254543,162.644302,48.165894
126.500000, -28.487808,-14.697630,157.413315,48.476433
126.500000, 32.042561,13.975565,167.735138,48.831604
126.500000, -35.091835,-13.479904,176.894104,49.517349
179.899994, -30.722599,-18.448824,213.106476,48.108963
179.899994, -43.909359,-15.296294,253.414398,48.477226
179.899994, 30.727465,18.790575,216.595337,48.654068
179.899994, -42.005569,-15.755441,246.829758,48.999519
179.899994, 30.561085,18.647583,213.734329,49.192825
179.899994, 45.913902,15.156480,260.437592,49.587570
73.199997, 19.494682,12.025655,87.955803,48.675987
73.199997, 23.317368,11.204291,97.920387,49.136688
73.199997, -21.116478,-11.666717,92.303543,49.545715
46.599998, 14.936531,9.985462,55.890083,48.878418
46.599998, 16.531729,9.634937,59.748241,49.411423
99.900002, 20.604839,14.840787,114.555519,48.166588
99.900002, 24.580696,13.405517,123.408958,48.539711
99.900002, -31.861383,-11.997409,144.039825,49.003487
99.900002, 20.642967,14.778816,114.478714,49.257690
99.900002, 24.536587,13.371217,123.307579,49.630318
153.300003, 36.584789,14.872353,205.197357,48.244148
153.300003, -28.327127,-17.019403,181.182449,48.480797
153.300003, -37.679058,-14.794051,208.690292,48.840530
153.300003, 27.809366,17.282650,180.364883,49.063492
153.300003, 36.583477,14.859691,205.197906,49.413010
126.599998, 31.174156,14.158892,165.089462,48.200706
126.599998, 36.198097,13.243648,180.446487,48.914421
126.599998, -24.181047,-16.331242,147.991394,49.132919
126.599998, -30.850824,-14.180844,164.135651,49.491463
180.000000, 47.902588,14.846321,267.691071,48.015434
180.000000, -32.246258,-18.792961,227.294632,48.166687
180.000000, 33.412701,17.540112,218.943405,48.434875
180.000000, -39.608185,-16.127611,238.870209,48.747795
180.000000, 31.195585,18.221926,213.656891,48.965401
180.000000, 45.164410,15.214326,257.884827,49.347946
180.000000, -31.070629,-18.821537,219.484497,49.515663
73.300003, 18.794397,12.263717,86.472511,48.223816
73.300003, 21.917673,11.463138,94.379692,48.663887
73.300003, -24.059618,-11.105800,99.946152,49.128059
73.300003, 19.994406,11.938804,89.522438,49.517746
46.700001, -15.897883,-9.778993,58.305058,48.439735
46.700001, -18.455629,-9.305822,64.372192,49.019951
46.700001, 17.151373,9.530545,61.314816,49.554146
100.000000, -24.575651,-13.381784,123.494507,48.344917
100.000000, 31.951994,12.027556,144.374161,48.809883
100.000000, -20.642920,-14.801292,114.621315,49.062599
100.000000, -24.571360,-13.398411,123.474358,49.435226
153.399994, 37.671299,14.854326,208.735275,48.293442
153.399994, -36.628265,-14.960724,205.393234,48.866219
153.399994, 28.334330,17.094610,181.277573,49.102470
153.399994, 37.665428,14.805582,208.733490,49.461906
153.399994, -27.835539,-17.320988,180.495392,49.685066
126.699997, 24.894949,15.872416,148.170563,48.197037
126.699997, 31.069294,14.095399,164.895096,48.555382
126.699997, -27.536772,-14.997988,154.899780,48.853325
126.699997, 35.443024,13.492484,178.157898,49.257393
126.699997, -24.269154,-16.194992,147.568069,49.486900
73.400002, 24.380423,11.000420,100.869278,48.140007
73.400002, -19.579176,-12.049917,88.549858,48.521957
73.400002, -23.687302,-11.150473,99.050453,48.988113
73.400002, 20.592726,11.786281,91.140999,49.387321
100.099998, 24.584028,13.396738,123.596458,48.147942
100.099998, -32.002876,-12.036487,144.605087,48.613403
100.099998, 20.650181,14.813681,114.756126,48.865326
100.099998, 24.596098,13.387281,123.633797,49.237953
100.099998, -31.929148,-12.122502,144.362320,49.701530
46.799999, 18.549847,9.286932,64.688629,48.214989
46.799999, -17.026690,-9.562971,61.100693,48.744720
