time,theta,omega
0.000000, 0.020000, 0.000000
4.719997, 1.912165, -0.197040
9.439993, 2.273397, -1.194121
14.119988, 1.125302, -0.047100
18.840052, 3.100286, -0.576026
23.560160, -0.436224, 1.844858
28.280268, -2.324299, -0.213690
33.000374, -2.582946, 1.090605
37.680481, -0.919758, 0.139172
42.400589, 2.923119, 0.378685
47.120697, -2.448235, -0.835034
51.840805, 2.742756, 0.795137
56.560913, -1.970739, -0.961577
61.281021, -3.030015, 0.861103
65.961128, -1.709392, 0.455259
70.681236, -2.299937, 1.153940
75.401344, -1.105838, 0.073446
80.121452, -3.110677, 0.553970
84.841560, -0.113414, -1.805157
89.521667, 2.603104, 0.374749
94.241776, 3.101549, -0.904018
98.961884, 1.877655, -0.400194
103.681992, 2.179014, -1.243451
108.402100, 1.201084, -0.060623
113.082207, 3.009961, -0.649728
117.802315, -3.129505, 0.413211
122.522423, -1.283115, -1.352156
127.242531, -3.093346, 0.753148
131.961884, 2.889616, -0.582625
136.641098, 2.452603, -0.075901
141.360306, 2.401420, -1.208937
146.079514, 1.078276, -0.063511
150.798721, -3.132565, -0.529739
155.517929, 0.745245, 1.616133
160.237137, -2.957550, -0.571581
164.916351, 1.750763, 1.104433
169.635559, 3.022117, -0.861523
174.354767, 1.533866, -0.508506
179.073975, 2.447242, -1.033258
183.793182, 0.969976, -0.138309
188.512390, -3.005313, -0.421367
193.191605, 2.049483, 0.963388
197.910812, 3.110402, -0.863772
202.630020, 2.264651, -0.200920
207.349228, 2.208141, -1.282617
212.068436, 1.207752, -0.048069
216.787643, 2.981262, -0.649875
221.466858, 2.965313, 0.277102
226.186066, -2.552085, -0.830763
230.905273, 2.498343, 0.811860
235.624481, -2.675202, -0.794313
240.343689, 2.228093, 0.860856
245.062897, -3.092000, -0.832594
249.742111, -2.172152, 1.120731
254.461319, -1.170520, 0.061114
259.181732, -3.037588, 0.616645
263.902740, 2.042329, -1.197391
268.623749, 1.253704, -0.066184
273.304749, 2.946725, -0.697181
278.025757, 1.936684, -0.368260
282.746765, 2.169510, -1.260078
287.467773, 1.218403, -0.051625
292.148773, 2.994037, -0.665311
296.869781, 2.704827, 0.088179
301.590790, 2.856540, -1.002887
306.311798, 0.867986, -0.365697
311.032806, -2.890458, -0.324148
315.713806, 2.649222, 0.831099
320.434814, -2.191648, -0.891424
325.155823, 3.093710, 0.844240
329.876831, 2.499943, -0.876251
334.597839, 0.895975, -0.227991
339.278839, -2.904035, -0.362149
343.999847, 2.539952, 0.825516
348.720856, -2.544154, -0.801462
353.441864, 2.589386, 0.790719
358.122864, -2.470051, -0.832055
362.843872, 2.689414, 0.807040
