time,theta,omega
0.000000, 0.020000, 0.000000
1.160000, 0.175284, 0.358140
2.359999, 0.897632, 0.742360
3.519998, 1.677362, 0.523373
4.719997, 1.912165, -0.197040
5.879996, 0.995607, -1.384736
7.079995, -1.054103, -1.688266
8.239994, -2.648174, -1.149433
9.439993, 2.273397, -1.194121
10.599992, 0.885468, -1.055774
11.799991, 0.255531, 0.043688
12.959990, 0.746036, 0.576127
14.119988, 1.125302, -0.047100
15.319987, 0.387738, -1.116886
16.479998, -1.122150, -1.271637
17.680025, -2.370552, -0.841586
18.840052, 3.100286, -0.576026
20.040079, 2.631953, -0.173840
21.200106, 2.790295, 0.457975
22.400133, -2.429937, 1.328521
23.560160, -0.436224, 1.844858
24.720186, 0.899677, 0.260638
25.920214, 0.071892, -1.360377
27.080240, -1.522894, -1.133071
28.280268, -2.324299, -0.213690
29.440294, -1.895771, 1.002284
30.640322, 0.164182, 2.135239
31.800348, 2.276134, 1.418165
33.000374, -2.582946, 1.090605
34.160400, -1.356568, 0.966175
35.360428, -0.610312, 0.216382
36.520454, -0.751479, -0.300269
37.680481, -0.919758, 0.139172
38.880508, -0.188055, 1.020472
40.040535, 1.155680, 1.126703
41.240562, 2.268948, 0.742958
42.400589, 2.923119, 0.378685
43.600616, 2.993253, -0.325938
44.760643, 1.896931, -1.627186
45.960670, -0.707622, -2.207086
47.120697, -2.448235, -0.835034
48.320724, -2.711040, 0.363754
49.480751, -1.428487, 1.851953
50.640778, 1.117671, 2.029074
51.840805, 2.742756, 0.795137
53.000832, -3.131791, -0.062714
54.200859, 2.385345, -1.267657
55.360886, 0.124254, -2.333855
56.560913, -1.970739, -0.961577
57.720940, -2.148650, 0.594309
58.920967, -0.419576, 2.101072
60.080994, 1.878339, 1.573896
61.281021, -3.030015, 0.861103
62.441048, -2.239905, 0.514369
63.601074, -1.881620, 0.117559
64.801102, -1.889112, -0.039132
65.961128, -1.709392, 0.455259
67.161156, -0.524632, 1.473659
68.321182, 1.305491, 1.447085
69.521210, 2.737145, 1.042807
70.681236, -2.299937, 1.153940
71.881264, -0.900806, 1.027877
73.041290, -0.286189, -0.004565
74.201317, -0.736498, -0.553376
75.401344, -1.105838, 0.073446
76.561371, -0.390663, 1.096394
77.761398, 1.152228, 1.251598
78.921425, 2.346435, 0.838193
80.121452, -3.110677, 0.553970
81.281479, -2.689339, 0.142606
82.481506, -2.930916, -0.566431
83.641533, 2.141214, -1.538206
84.841560, -0.113414, -1.805157
86.001587, -1.162353, 0.063915
87.161613, -0.056539, 1.555996
88.361641, 1.727449, 1.176381
89.521667, 2.603104, 0.374749
90.721695, 2.460594, -0.669375
91.881721, 0.800459, -2.118979
93.081749, -1.748081, -1.721882
94.241776, 3.101549, -0.904018
95.441803, 2.275736, -0.496921
96.601830, 1.948657, -0.084847
97.801857, 2.000128, 0.080552
98.961884, 1.877655, -0.400194
100.121910, 0.786886, -1.470750
101.321938, -1.222924, -1.576594
102.481964, -2.724753, -1.117890
103.681992, 2.179014, -1.243451
104.842018, 0.737948, -1.069527
106.042046, 0.168025, 0.139307
107.202072, 0.769332, 0.653750
108.402100, 1.201084, -0.060623
109.562126, 0.462660, -1.146757
110.722153, -1.103826, -1.323779
111.922180, -2.401780, -0.878174
113.082207, 3.009961, -0.649728
114.282234, 2.398843, -0.344375
115.442261, 2.265430, 0.106193
116.642288, 2.626424, 0.434871
117.802315, -3.129505, 0.413211
119.002342, -2.863060, -0.030118
120.162369, 2.904760, -0.907115
121.362396, 1.015525, -2.161450
122.522423, -1.283115, -1.352156
123.682449, -1.708077, 0.533705
124.882477, -0.047377, 1.944044
126.042503, 1.982029, 1.368213
127.242531, -3.093346, 0.753148
128.402481, -2.448239, 0.361725
129.602280, -2.319954, -0.135962
130.762085, -2.716228, -0.494332
131.961884, 2.889616, -0.582625
133.121689, 2.307418, -0.380414
134.321487, 2.101054, 0.030028
135.481293, 2.300352, 0.240939
136.641098, 2.452603, -0.075901
137.840897, 1.753112, -1.192455
139.000702, -0.348582, -2.115386
140.200500, -2.453998, -1.371781
141.360306, 2.401420, -1.208937
142.560104, 0.966458, -1.058523
143.719910, 0.300896, -0.044019
144.919708, 0.732017, 0.533330
146.079514, 1.078276, -0.063511
147.279312, 0.338145, -1.102552
148.439117, -1.139832, -1.240280
149.598923, -2.324647, -0.829806
150.798721, -3.132565, -0.529739
151.958527, 2.776221, -0.082750
153.158325, 3.137134, 0.718673
154.318130, -1.652541, 1.854461
155.517929, 0.745245, 1.616133
156.677734, 1.447420, -0.359022
157.877533, -0.026422, -1.784181
159.037338, -1.902244, -1.265080
160.237137, -2.957550, -0.571581
161.396942, 3.025612, 0.073309
162.596741, -2.549220, 1.167812
163.756546, -0.397626, 2.318672
164.916351, 1.750763, 1.104433
166.116150, 1.991116, -0.628486
167.275955, 0.307919, -2.058260
168.475754, -1.973861, -1.485569
169.635559, 3.022117, -0.861523
170.835358, 2.191007, -0.532470
171.995163, 1.804063, -0.146686
173.194962, 1.770623, -0.001483
174.354767, 1.533866, -0.508506
175.554565, 0.327502, -1.427684
176.714371, -1.377823, -1.324169
177.874176, -2.659350, -0.971003
179.073975, 2.447242, -1.033258
180.233780, 1.230271, -0.970673
181.433578, 0.518607, -0.153206
182.593384, 0.747053, 0.372559
183.793182, 0.969976, -0.138309
184.952988, 0.249569, -1.041598
186.152786, -1.182927, -1.154906
187.312592, -2.288633, -0.771687
188.512390, -3.005313, -0.421367
189.672195, 3.109251, 0.180110
190.832001, -2.344234, 1.317468
192.031799, 0.057843, 2.336312
193.191605, 2.049483, 0.963388
194.391403, 2.249471, -0.574137
195.551208, 0.631904, -2.078346
196.751007, -1.809303, -1.628839
197.910812, 3.110402, -0.863772
199.110611, 2.332168, -0.452485
200.270416, 2.066729, -0.022816
201.470215, 2.213651, 0.184240
202.630020, 2.264651, -0.200920
203.829819, 1.360923, -1.377703
204.989624, -0.768617, -1.936175
206.149429, -2.596617, -1.280781
207.349228, 2.208141, -1.282617
208.509033, 0.733452, -1.092800
209.708832, 0.148276, 0.138248
210.868637, 0.759286, 0.667714
212.068436, 1.207752, -0.048069
213.228241, 0.479744, -1.143028
214.428040, -1.143863, -1.318043
215.587845, -2.397789, -0.883740
216.787643, 2.981262, -0.649875
217.947449, 2.382812, -0.359790
219.107254, 2.225494, 0.080138
220.307053, 2.541647, 0.381537
221.466858, 2.965313, 0.277102
222.666656, 2.953205, -0.383419
223.826462, 1.775980, -1.708056
225.026260, -0.860473, -2.158530
226.186066, -2.552085, -0.830763
227.385864, -2.877621, 0.255801
228.545670, -1.788716, 1.657177
229.745468, 0.812393, 2.154225
230.905273, 2.498343, 0.811860
232.105072, 2.765559, -0.337703
233.264877, 1.534177, -1.801940
234.424683, -1.012475, -2.078026
235.624481, -2.675202, -0.794313
236.784286, -3.040299, 0.136558
237.984085, -2.118741, 1.453987
239.143890, 0.293764, 2.300111
240.343689, 2.228093, 0.860856
241.503494, 2.410661, -0.503125
242.703293, 0.810271, -2.071833
243.863098, -1.636495, -1.744457
245.062897, -3.092000, -0.832594
246.222702, 2.527026, -0.336150
247.382507, 2.458748, 0.205806
248.582306, 3.030798, 0.712254
249.742111, -2.172152, 1.120731
250.941910, -0.784180, 1.007447
252.101715, -0.233745, -0.082342
253.301514, -0.789509, -0.600700
254.461319, -1.170520, 0.061114
255.661118, -0.404321, 1.147736
256.821228, 1.137342, 1.291139
258.021484, 2.403056, 0.856676
259.181732, -3.037588, 0.616645
260.341980, -2.499343, 0.287205
261.542236, -2.472870, -0.241576
262.702484, -3.059080, -0.740064
263.902740, 2.042329, -1.197391
265.062988, 0.636262, -1.024475
266.263245, 0.149130, 0.214933
267.423492, 0.812895, 0.682029
268.623749, 1.253704, -0.066184
269.783997, 0.497438, -1.172454
270.944244, -1.104271, -1.351522
272.144501, -2.428215, -0.898854
273.304749, 2.946725, -0.697181
274.505005, 2.245698, -0.447841
275.665253, 1.954547, -0.063580
276.865509, 2.029135, 0.100804
278.025757, 1.936684, -0.368260
279.226013, 0.819048, -1.494522
280.386261, -1.166166, -1.628847
281.546509, -2.712818, -1.141808
282.746765, 2.169510, -1.260078
283.907013, 0.711384, -1.077806
285.107269, 0.147721, 0.155330
286.267517, 0.770934, 0.671536
287.467773, 1.218403, -0.051625
288.628021, 0.484406, -1.149600
289.828278, -1.146635, -1.322683
290.988525, -2.404588, -0.887181
292.148773, 2.994037, -0.665311
293.349030, 2.353756, -0.378112
294.509277, 2.167459, 0.047604
295.709534, 2.424434, 0.308831
296.869781, 2.704827, 0.088179
298.070038, 2.309901, -0.857563
299.230286, 0.452606, -2.205368
300.430542, -2.004871, -1.602781
301.590790, 2.856540, -1.002887
302.751038, 1.818734, -0.785908
303.951294, 1.139477, -0.318358
305.111542, 1.016636, 0.008322
306.311798, 0.867986, -0.365697
307.472046, 0.024747, -1.024404
308.672302, -1.281737, -1.020633
309.832550, -2.267811, -0.695186
311.032806, -2.890458, -0.324148
312.193054, -2.881091, 0.406696
313.393311, -1.570348, 1.829268
314.553558, 1.005718, 2.099873
315.713806, 2.649222, 0.831099
316.914062, 3.042418, -0.143491
318.074310, 2.168004, -1.412204
319.274567, -0.308672, -2.293851
320.434814, -2.191648, -0.891424
321.635071, -2.376465, 0.539405
322.795319, -0.812475, 2.061334
323.995575, 1.698007, 1.706520
325.155823, 3.093710, 0.844240
326.316071, -2.503287, 0.363050
327.516327, -2.398739, -0.174643
328.676575, -2.874927, -0.602627
329.876831, 2.499943, -0.876251
331.037079, 1.447336, -0.856675
332.237335, 0.761056, -0.230924
333.397583, 0.829280, 0.211845
334.597839, 0.895975, -0.227991
335.758087, 0.135294, -1.020983
336.918335, -1.182744, -1.095348
338.118591, -2.267201, -0.726277
339.278839, -2.904035, -0.362149
340.479095, -2.943680, 0.363511
341.639343, -1.781013, 1.698971
342.839600, 0.849624, 2.158679
343.999847, 2.539952, 0.825516
345.200104, 2.849740, -0.277745
346.360352, 1.722233, -1.697650
347.520599, -0.805147, -2.161381
348.720856, -2.544154, -0.801462
349.881104, -2.837644, 0.265365
351.081360, -1.654661, 1.740178
352.241608, 0.883991, 2.130854
353.441864, 2.589386, 0.790719
354.602112, 2.894176, -0.236894
355.802368, 1.771337, -1.676668
356.962616, -0.751240, -2.179240
358.122864, -2.470051, -0.832055
359.323120, -2.750930, 0.332137
360.483368, -1.522097, 1.801627
361.683624, 1.103416, 2.034061
362.843872, 2.689414, 0.807040
364.044128, 3.079279, -0.129721
365.204376, 2.240527, -1.365673
366.404633, -0.200848, -2.309860
367.564880, -2.122539, -0.910988
368.725128, -2.315291, 0.527796
369.925385, -0.672804, 2.085707
371.085632, 1.724861, 1.684778
372.285889, -3.126177, 0.852663
373.446136, -2.395419, 0.428106
374.646393, -2.174365, -0.041785
375.806641, -2.412545, -0.298497
377.006897, -2.684158, -0.059129
378.167145, -2.268610, 0.878379
379.327393, -0.391470, 2.205353
380.527649, 2.041541, 1.584015
381.687897, -2.815490, 1.028191
382.888153, -1.693612, 0.829882
384.048401, -1.002922, 0.325273
