time,theta,omega
0.000000, 0.020000, 0.000000
2.359999, 0.897632, 0.742360
4.719997, 1.912165, -0.197040
7.079995, -1.054103, -1.688266
9.439993, 2.273397, -1.194121
11.799991, 0.255531, 0.043688
14.119988, 1.125302, -0.047100
16.479998, -1.122150, -1.271637
18.840052, 3.100286, -0.576026
21.200106, 2.790295, 0.457975
23.560160, -0.436224, 1.844858
25.920214, 0.071892, -1.360377
28.280268, -2.324299, -0.213690
30.640322, 0.164182, 2.135239
33.000374, -2.582946, 1.090605
35.360428, -0.610312, 0.216382
37.680481, -0.919758, 0.139172
40.040535, 1.155680, 1.126703
42.400589, 2.923119, 0.378685
44.760643, 1.896931, -1.627186
47.120697, -2.448235, -0.835034
49.480751, -1.428487, 1.851953
51.840805, 2.742756, 0.795137
54.200859, 2.385345, -1.267657
56.560913, -1.970739, -0.961577
58.920967, -0.419576, 2.101072
61.281021, -3.030015, 0.861103
63.601074, -1.881620, 0.117559
65.961128, -1.709392, 0.455259
68.321182, 1.305491, 1.447085
70.681236, -2.299937, 1.153940
73.041290, -0.286189, -0.004565
75.401344, -1.105838, 0.073446
77.761398, 1.152228, 1.251598
80.121452, -3.110677, 0.553970
82.481506, -2.930916, -0.566431
84.841560, -0.113414, -1.805157
87.161613, -0.056539, 1.555996
89.521667, 2.603104, 0.374749
91.881721, 0.800459, -2.118979
94.241776, 3.101549, -0.904018
96.601830, 1.948657, -0.084847
98.961884, 1.877655, -0.400194
101.321938, -1.222924, -1.576594
103.681992, 2.179014, -1.243451
106.042046, 0.168025, 0.139307
108.402100, 1.201084, -0.060623
110.722153, -1.103826, -1.323779
113.082207, 3.009961, -0.649728
115.442261, 2.265430, 0.106193
117.802315, -3.129505, 0.413211
120.162369, 2.904760, -0.907115
122.522423, -1.283115, -1.352156
124.882477, -0.047377, 1.944044
127.242531, -3.093346, 0.753148
129.602280, -2.319954, -0.135962
131.961884, 2.889616, -0.582625
134.321487, 2.101054, 0.030028
136.641098, 2.452603, -0.075901
139.000702, -0.348582, -2.115386
141.360306, 2.401420, -1.208937
143.719910, 0.300896, -0.044019
146.079514, 1.078276, -0.063511
148.439117, -1.139832, -1.240280
150.798721, -3.132565, -0.529739
153.158325, 3.137134, 0.718673
155.517929, 0.745245, 1.616133
157.877533, -0.026422, -1.784181
160.237137, -2.957550, -0.571581
162.596741, -2.549220, 1.167812
164.916351, 1.750763, 1.104433
167.275955, 0.307919, -2.058260
169.635559, 3.022117, -0.861523
171.995163, 1.804063, -0.146686
