x,y
47.624596, -2.740562
47.662094, -2.742646
47.699593, -2.743657
47.737091, -2.743582
47.774590, -2.742410
47.812088, -2.740128
47.849586, -2.736723
47.887085, -2.732180
47.924583, -2.726485
47.962082, -2.719621
47.999580, -2.711571
48.037079, -2.702319
48.074577, -2.691847
48.112076, -2.680134
48.149574, -2.667163
48.187073, -2.652913
48.224571, -2.637364
48.262070, -2.620495
48.299568, -2.602284
48.337067, -2.582710
48.374565, -2.561749
48.412064, -2.539381
48.449562, -2.515581
48.487061, -2.490327
48.524559, -2.463597
48.562057, -2.435366
48.599556, -2.405612
48.637054, -2.374313
48.674553, -2.341447
48.712051, -2.306992
48.749550, -2.270927
48.787048, -2.233232
48.824547, -2.193889
48.862045, -2.152881
48.899544, -2.110191
48.937042, -2.065806
48.974541, -2.019713
49.012039, -1.971904
49.049538, -1.922372
49.087036, -1.871113
49.124535, -1.818127
49.162033, -1.763418
49.199532, -1.706994
49.237030, -1.648866
49.274529, -1.589053
49.312027, -1.527576
49.349525, -1.464463
49.387024, -1.399748
49.424522, -1.333472
49.462021, -1.265680
49.499519, -1.196425
49.537018, -1.125768
49.574516, -1.053776
49.612015, -0.980522
49.649513, -0.906086
49.687012, -0.830555
49.724510, -0.754024
49.762009, -0.676591
49.799507, -0.598362
49.837006, -0.519447
49.874504, -0.439960
49.912003, -0.360020
49.949501, -0.279750
49.987000, -0.199271
50.024498, -0.118709
50.061996, -0.038190
50.099495, 0.042162
50.136993, 0.122223
50.174492, 0.201872
50.211990, 0.280992
50.249489, 0.359468
50.286987, 0.437190
50.324486, 0.514056
50.361984, 0.589966
50.399483, 0.664829
50.436981, 0.738559
50.474480, 0.811079
50.511978, 0.882317
50.549477, 0.952208
50.586975, 1.020697
50.624474, 1.087733
50.661972, 1.153272
50.699471, 1.217280
50.736969, 1.279725
50.774467, 1.340583
50.811966, 1.399836
50.849464, 1.457472
50.886963, 1.513480
50.924461, 1.567858
50.961960, 1.620605
50.999458, 1.671725
51.036957, 1.721225
51.074455, 1.769112
51.111954, 1.815401
51.149452, 1.860103
51.186951, 1.903235
51.224449, 1.944813
51.261948, 1.984855
51.299446, 2.023379
51.336945, 2.060404
51.374443, 2.095948
51.411942, 2.130030
51.449440, 2.162671
51.486938, 2.193887
51.524437, 2.223697
51.561935, 2.252119
51.599434, 2.279169
51.636932, 2.304863
51.674431, 2.329215
51.711929, 2.352239
51.749428, 2.373950
51.786926, 2.394356
51.824425, 2.413471
51.861923, 2.431302
51.899422, 2.447858
51.936920, 2.463146
51.974419, 2.477172
52.011917, 2.489938
52.049416, 2.501451
52.086914, 2.511711
52.124413, 2.520718
52.161911, 2.528473
52.199409, 2.534973
52.236908, 2.540215
52.274406, 2.544197
52.311905, 2.546912
52.349403, 2.548354
52.386902, 2.548516
52.424400, 2.547389
52.461899, 2.544964
52.499397, 2.541230
52.536896, 2.536176
52.574394, 2.529791
52.611893, 2.522059
52.649391, 2.512968
52.686890, 2.502501
52.724388, 2.490644
52.761887, 2.477381
52.799385, 2.462693
52.836884, 2.446564
52.874382, 2.428977
52.911880, 2.409911
52.949379, 2.389348
52.986877, 2.367268
53.024376, 2.343653
53.061874, 2.318484
53.099373, 2.291740
53.136871, 2.263403
53.174370, 2.233453
53.211868, 2.201872
53.249367, 2.168643
53.286865, 2.133749
53.324364, 2.097173
53.361862, 2.058903
53.399361, 2.018923
53.436859, 1.977223
53.474358, 1.933795
53.511856, 1.888631
53.549355, 1.841726
53.586853, 1.793080
53.624352, 1.742694
53.661850, 1.690573
53.699348, 1.636728
53.736847, 1.581171
53.774345, 1.523921
53.811844, 1.465002
53.849342, 1.404441
53.886841, 1.342273
53.924339, 1.278538
53.961838, 1.213282
53.999336, 1.146556
54.036835, 1.078418
54.074333, 1.008934
54.111832, 0.938175
54.149330, 0.866219
54.186829, 0.793148
54.224327, 0.719054
54.261826, 0.644031
54.299324, 0.568179
54.336823, 0.491604
54.374321, 0.414416
54.411819, 0.336726
54.449318, 0.258651
54.486816, 0.180309
54.524315, 0.101817
54.561813, 0.023297
54.599312, -0.055135
54.636810, -0.133359
54.674309, -0.211262
54.711807, -0.288729
54.749306, -0.365654
54.786804, -0.441931
54.824303, -0.517460
54.861801, -0.592148
54.899300, -0.665907
54.936798, -0.738654
54.974297, -0.810315
55.011795, -0.880821
55.049294, -0.950109
55.086792, -1.018126
55.124290, -1.084823
55.161789, -1.150158
55.199287, -1.214095
55.236786, -1.276606
55.274284, -1.337667
55.311783, -1.397261
55.349281, -1.455374
55.386780, -1.512000
55.424278, -1.567133
55.461777, -1.620775
55.499275, -1.672930
55.536774, -1.723603
55.574272, -1.772807
55.611771, -1.820553
55.649269, -1.866855
55.686768, -1.911729
55.724266, -1.955193
55.761765, -1.997266
55.799263, -2.037967
55.836761, -2.077316
55.874260, -2.115334
55.911758, -2.152041
55.949257, -2.187458
55.986755, -2.221605
56.024254, -2.254503
56.061752, -2.286171
56.099251, -2.316627
56.136749, -2.345891
56.174248, -2.373978
56.211746, -2.400907
56.249245, -2.426692
56.286743, -2.451347
56.324242, -2.474886
56.361740, -2.497323
56.399239, -2.518667
56.436737, -2.538928
56.474236, -2.558117
56.511734, -2.576240
56.549232, -2.593304
56.586731, -2.609314
56.624229, -2.624276
56.661728, -2.638191
56.699226, -2.651062
56.736725, -2.662890
56.774223, -2.673675
56.811722, -2.683414
56.849220, -2.692106
56.886719, -2.699746
56.924217, -2.706331
56.961716, -2.711855
56.999214, -2.716311
57.036713, -2.719691
57.074211, -2.721986
57.111710, -2.723188
57.149208, -2.723286
57.186707, -2.722268
57.224205, -2.720122
57.261703, -2.716835
57.299202, -2.712393
57.336700, -2.706781
57.374199, -2.699984
57.411697, -2.691985
57.449196, -2.682767
57.486694, -2.672313
57.524193, -2.660604
57.561691, -2.647621
57.599190, -2.633344
57.636688, -2.617754
57.674187, -2.600828
57.711685, -2.582547
57.749184, -2.562888
57.786682, -2.541830
57.824181, -2.519350
57.861679, -2.495425
57.899178, -2.470034
57.936676, -2.443152
57.974174, -2.414759
58.011673, -2.384830
58.049171, -2.353345
58.086670, -2.320281
58.124168, -2.285618
58.161667, -2.249334
58.199165, -2.211411
58.236664, -2.171831
58.274162, -2.130577
58.311661, -2.087634
58.349159, -2.042989
58.386658, -1.996630
58.424156, -1.948551
58.461655, -1.898744
58.499153, -1.847209
58.536652, -1.793945
58.574150, -1.738958
58.611649, -1.682256
58.649147, -1.623855
58.686646, -1.563773
58.724144, -1.502033
58.761642, -1.438667
58.799141, -1.373708
58.836639, -1.307200
58.874138, -1.239190
58.911636, -1.169734
58.949135, -1.098893
58.986633, -1.026736
59.024132, -0.953340
59.061630, -0.878785
59.099129, -0.803160
59.136627, -0.726561
59.174126, -0.649089
59.211624, -0.570849
59.249123, -0.491953
59.286621, -0.412517
59.324120, -0.332659
59.361618, -0.252501
59.399117, -0.172166
59.436615, -0.091780
59.474113, -0.011466
59.511612, 0.068651
59.549110, 0.148450
59.586609, 0.227810
59.624107, 0.306615
59.661606, 0.384753
59.699104, 0.462117
59.736603, 0.538605
59.774101, 0.614121
59.811600, 0.688576
59.849098, 0.761887
59.886597, 0.833977
59.924095, 0.904780
59.961594, 0.974231
