time,theta,omega
3.919997, 1.848263, 0.340983
8.639994, -3.096217, -1.108078
13.359989, 0.956613, 0.465318
18.080034, -2.684652, -0.742319
22.760141, -1.892626, 1.620335
27.480249, -1.911954, -0.838411
32.200356, 2.796273, 1.220272
36.920464, -0.864675, -0.250307
41.640572, 2.540684, 0.627644
46.320679, -1.425674, -1.803623
51.040787, 1.830731, 1.574510
55.760895, -0.764777, -2.073155
60.481003, 2.434446, 1.252636
65.201111, -1.888412, 0.047803
69.881218, 3.110333, 1.039099
74.601326, -0.940583, -0.454373
79.321434, 2.658734, 0.736754
84.041542, 1.449016, -1.873180
88.761650, 2.134228, 0.888390
93.481758, -2.352777, -1.351929
98.161865, 2.017174, 0.010909
102.881973, 3.115621, -1.109316
107.602081, 1.006262, 0.521607
112.322189, -2.731650, -0.785117
117.042297, 2.809265, 0.468966
121.722404, 0.211574, -2.242463
126.442513, 2.468162, 1.100792
131.162018, -2.928716, -0.556453
135.881226, 2.390811, 0.203798
140.600433, -2.968433, -1.232841
145.279648, 0.910371, 0.448567
149.998856, -2.632913, -0.725001
154.718063, -0.842424, 2.128343
159.437271, -2.347122, -0.994037
164.156479, 0.507299, 2.151939
168.875687, -2.501296, -1.194803
173.554901, 1.756080, -0.081648
178.274109, -3.043251, -0.957932
182.993317, 0.886508, 0.309929
187.712524, -2.572669, -0.660837
192.431732, 0.933066, 2.014247
197.150940, -2.382334, -1.283977
201.830154, 2.272690, 0.138874
206.549362, -3.089509, -1.207829
211.268570, 1.001987, 0.536142
215.987778, -2.729784, -0.790364
220.706985, 2.699093, 0.396029
225.426193, -1.625343, -1.693373
230.105408, 1.509433, 1.744732
234.824615, -1.745283, -1.619988
239.543823, 1.139895, 1.921080
244.263031, -2.247270, -1.358180
248.982239, -2.934445, 0.861690
253.701447, -1.005873, -0.472207
258.381561, 2.693822, 0.771492
263.102570, 2.892689, -0.900733
267.823578, 1.057482, 0.534008
272.544586, -2.767407, -0.811198
277.225586, 2.054013, 0.034038
281.946594, 3.119398, -1.127481
286.667603, 1.014312, 0.536303
291.388611, -2.738173, -0.794884
296.109619, 2.546990, 0.295394
300.790619, -2.524043, -1.326341
305.511627, 1.014125, -0.032073
310.232635, -2.522736, -0.589291
314.953644, 1.745579, 1.634016
319.674652, -1.150590, -1.907709
324.355652, 2.242203, 1.363631
329.076660, -3.140352, -0.710771
333.797668, 0.907149, 0.163751
338.518677, -2.532860, -0.613294
343.199677, 1.547002, 1.744274
347.920685, -1.574528, -1.708977
352.641693, 1.639144, 1.672790
357.362701, -1.528349, -1.727028
362.083710, 1.817254, 1.573355
366.764709, -0.977625, -1.996876
371.485718, 2.316792, 1.322943
376.206726, -2.531235, -0.286109
380.927734, 2.608402, 1.297047
385.648743, -0.942062, -0.030130
390.329742, 2.489602, 0.587959
395.050751, -1.882808, -1.572288
399.771759, 0.268277, 2.199498
404.492767, -2.515817, -1.156133
409.173767, 1.889161, -0.037234
413.894775, -3.118850, -1.039160
418.615784, 0.943746, 0.448873
423.336792, -2.664926, -0.733148
428.057800, -1.369713, 1.909770
432.738800, -2.133268, -0.916446
