x,y,t
0.000000,0.000000,0.000000
0.010000,0.010000,0.010000
0.020000,0.020000,0.020000
0.030000,0.030000,0.030000
0.040000,0.040000,0.040000
0.050000,0.050000,0.050000
0.060000,0.060000,0.060000
0.070000,0.070000,0.070000
0.080000,0.080000,0.080000
0.090000,0.090000,0.090000
0.100000,0.100000,0.100000
0.110000,0.110000,0.110000
0.120000,0.120000,0.120000
0.130000,0.130000,0.130000
0.140000,0.140000,0.140000
0.150000,0.150000,0.150000
0.160000,0.160000,0.160000
0.170000,0.170000,0.170000
0.180000,0.180000,0.180000
0.190000,0.190000,0.190000
0.200000,0.200000,0.200000
0.210000,0.210000,0.210000
0.220000,0.220000,0.220000
0.230000,0.230000,0.230000
0.240000,0.240000,0.240000
0.250000,0.250000,0.250000
0.260000,0.260000,0.260000
0.270000,0.270000,0.270000
0.280000,0.280000,0.280000
0.290000,0.290000,0.290000
0.300000,0.300000,0.300000
0.310000,0.310000,0.310000
0.320000,0.320000,0.320000
0.330000,0.330000,0.330000
0.340000,0.340000,0.340000
0.350000,0.350000,0.350000
0.360000,0.360000,0.360000
0.370000,0.370000,0.370000
0.380000,0.380000,0.380000
0.390000,0.390000,0.390000
0.400000,0.400000,0.400000
0.410000,0.410000,0.410000
0.420000,0.420000,0.420000
0.430000,0.430000,0.430000
0.440000,0.440000,0.440000
0.450000,0.450000,0.450000
0.460000,0.460000,0.460000
0.470000,0.470000,0.470000
0.480000,0.480000,0.480000
0.490000,0.490000,0.490000
0.500000,0.500000,0.500000
0.510000,0.510000,0.510000
0.520000,0.520000,0.520000
0.530000,0.530000,0.530000
0.540000,0.540000,0.540000
0.550000,0.550000,0.550000
0.560000,0.560000,0.560000
0.570000,0.570000,0.570000
0.580000,0.580000,0.580000
0.590000,0.590000,0.590000
0.600000,0.600000,0.600000
0.610000,0.610000,0.610000
0.620000,0.620000,0.620000
0.630000,0.630000,0.630000
0.640000,0.640000,0.640000
0.650000,0.650000,0.650000
0.660000,0.660000,0.660000
0.670000,0.670000,0.670000
0.680000,0.680000,0.680000
0.690000,0.690000,0.690000
0.700000,0.700000,0.700000
0.694186,0.694416,0.710000
0.684043,0.684561,0.720000
0.673901,0.674705,0.730000
0.663759,0.664850,0.740000
0.653616,0.654994,0.750000
0.643474,0.645139,0.760000
0.633331,0.635283,0.770000
0.623189,0.625427,0.780000
0.613047,0.615572,0.790000
0.602904,0.605716,0.800000
0.592762,0.595861,0.810000
0.582619,0.586005,0.820000
0.572477,0.576150,0.830000
0.562335,0.566294,0.839999
0.552192,0.556438,0.849999
0.542050,0.546583,0.859999
0.531907,0.536727,0.869999
0.521765,0.526872,0.879999
0.511623,0.517016,0.889999
0.501480,0.507161,0.899999
0.491338,0.497305,0.909999
0.481196,0.487450,0.919999
0.471053,0.477594,0.929999
0.460911,0.467738,0.939999
0.450768,0.457883,0.949999
0.440626,0.448027,0.959999
0.430484,0.438172,0.969999
0.420341,0.428316,0.979999
0.410199,0.418461,0.989999
0.400056,0.408605,0.999999
0.389914,0.398750,1.009999
0.379772,0.388894,1.019999
0.369629,0.379039,1.029999
0.359487,0.369183,1.039999
0.349345,0.359328,1.049999
0.339202,0.349472,1.059999
0.329060,0.339616,1.069999
0.318917,0.329761,1.079999
0.308775,0.319905,1.089999
0.298633,0.310050,1.099999
0.288490,0.300194,1.109999
0.278348,0.290339,1.119999
0.268205,0.280483,1.129999
0.258063,0.270628,1.139999
0.247921,0.260772,1.149999
0.237778,0.250917,1.159999
0.227636,0.241061,1.169999
0.217493,0.231205,1.179999
0.207351,0.221350,1.189999
0.197209,0.211494,1.199999
0.187066,0.201639,1.209999
0.176924,0.191783,1.219999
0.166781,0.181928,1.229999
0.156639,0.172072,1.239999
0.146497,0.162217,1.249999
0.136354,0.152361,1.259999
0.126212,0.142506,1.269999
0.116069,0.132650,1.279999
0.105927,0.122794,1.289999
0.095785,0.112939,1.299999
0.085642,0.103083,1.309999
0.075500,0.093228,1.319999
0.065358,0.083372,1.329999
0.055215,0.073517,1.339999
0.045073,0.063661,1.349999
0.034930,0.053806,1.359999
0.024788,0.043950,1.369999
0.014646,0.034094,1.379999
0.004503,0.024239,1.389999
-0.005639,0.014383,1.399999
-0.015782,0.004528,1.409999
-0.025924,-0.005328,1.419999
-0.036066,-0.015183,1.429999
-0.046209,-0.025039,1.439999
-0.056351,-0.034894,1.449999
-0.066494,-0.044750,1.459999
-0.076636,-0.054605,1.469999
-0.086778,-0.064461,1.479999
-0.096921,-0.074317,1.489999
-0.107063,-0.084172,1.499999
-0.117206,-0.094028,1.509999
-0.127348,-0.103883,1.519999
-0.137490,-0.113739,1.529999
-0.147633,-0.123594,1.539999
-0.157775,-0.133450,1.549999
-0.167918,-0.143305,1.559999
-0.178060,-0.153161,1.569999
-0.188202,-0.163016,1.579999
-0.198345,-0.172872,1.589999
-0.208487,-0.182728,1.599999
-0.218630,-0.192583,1.609999
-0.228772,-0.202439,1.619999
-0.238914,-0.212294,1.629999
-0.249057,-0.222150,1.639999
-0.259199,-0.232005,1.649999
-0.269342,-0.241861,1.659999
-0.279484,-0.251716,1.669999
-0.289626,-0.261572,1.679999
-0.299769,-0.271428,1.689999
-0.309911,-0.281283,1.699999
-0.320054,-0.291139,1.709999
-0.330196,-0.300994,1.719999
-0.340338,-0.310850,1.729999
-0.350481,-0.320705,1.739999
-0.360623,-0.330561,1.749999
-0.370765,-0.340416,1.759999
-0.380908,-0.350272,1.769999
-0.391050,-0.360127,1.779999
-0.401193,-0.369983,1.789999
-0.411335,-0.379838,1.799999
-0.421477,-0.389694,1.809999
-0.431620,-0.399550,1.819999
-0.441762,-0.409405,1.829999
-0.451905,-0.419261,1.839999
-0.462047,-0.429116,1.849999
-0.472189,-0.438972,1.859999
-0.482332,-0.448827,1.869999
-0.492474,-0.458683,1.879999
-0.502616,-0.468538,1.889999
-0.512759,-0.478394,1.899999
-0.522901,-0.488249,1.909999
-0.533044,-0.498105,1.919999
-0.543186,-0.507960,1.929999
-0.553328,-0.517816,1.939999
-0.563471,-0.527672,1.949998
-0.573613,-0.537527,1.959998
-0.583756,-0.547383,1.969998
-0.593898,-0.557238,1.979998
-0.604040,-0.567094,1.989998
-0.614183,-0.576949,1.999998
-0.624325,-0.586805,2.009999
-0.634467,-0.596661,2.019999
-0.644610,-0.606516,2.029999
-0.654752,-0.616372,2.039999
-0.664895,-0.626227,2.049999
-0.675037,-0.636083,2.059999
-0.685179,-0.645938,2.069999
-0.695322,-0.655794,2.079998
-0.705464,-0.665650,2.089998
-0.715607,-0.675505,2.099998
-0.718499,-0.678414,2.109998
-0.708218,-0.668703,2.119998
-0.697937,-0.658992,2.129998
-0.687657,-0.649281,2.139998
-0.677376,-0.639570,2.149998
-0.667095,-0.629858,2.159998
-0.656814,-0.620147,2.169998
-0.646533,-0.610436,2.179998
-0.636252,-0.600725,2.189998
-0.625972,-0.591014,2.199998
-0.615691,-0.581303,2.209998
-0.605410,-0.571592,2.219998
-0.595129,-0.561881,2.229998
-0.584848,-0.552170,2.239998
-0.574567,-0.542459,2.249998
-0.564286,-0.532748,2.259998
-0.554006,-0.523037,2.269998
-0.543725,-0.513325,2.279998
-0.533444,-0.503614,2.289998
-0.523163,-0.493903,2.299998
-0.512882,-0.484192,2.309998
-0.502601,-0.474481,2.319998
-0.492321,-0.464770,2.329998
-0.482040,-0.455059,2.339998
-0.471759,-0.445348,2.349998
-0.461478,-0.435637,2.359998
-0.451197,-0.425926,2.369998
-0.440916,-0.416215,2.379998
-0.430636,-0.406504,2.389998
-0.420355,-0.396793,2.399998
-0.410074,-0.387082,2.409998
-0.399793,-0.377371,2.419998
-0.389512,-0.367660,2.429998
-0.379232,-0.357949,2.439998
-0.368951,-0.348237,2.449998
-0.358670,-0.338526,2.459998
-0.348389,-0.328815,2.469998
-0.338108,-0.319104,2.479998
-0.327827,-0.309393,2.489998
-0.317547,-0.299682,2.499998
-0.307266,-0.289971,2.509998
-0.296985,-0.280260,2.519998
-0.286704,-0.270549,2.529998
-0.276423,-0.260838,2.539998
-0.266143,-0.251127,2.549998
-0.255862,-0.241416,2.559998
-0.245581,-0.231705,2.569998
-0.235300,-0.221994,2.579998
-0.225019,-0.212283,2.589998
-0.214738,-0.202572,2.599998
-0.204458,-0.192861,2.609998
-0.194177,-0.183149,2.619998
-0.183896,-0.173438,2.629998
-0.173615,-0.163727,2.639998
-0.163334,-0.154016,2.649998
-0.153054,-0.144305,2.659998
-0.142773,-0.134594,2.669998
-0.132492,-0.124883,2.679998
-0.122211,-0.115172,2.689998
-0.111930,-0.105461,2.699998
-0.101649,-0.095750,2.709998
-0.091369,-0.086039,2.719998
-0.081088,-0.076328,2.729998
-0.070807,-0.066617,2.739998
-0.060526,-0.056906,2.749998
-0.050245,-0.047195,2.759998
-0.039965,-0.037484,2.769998
-0.029684,-0.027773,2.779998
-0.019403,-0.018062,2.789998
-0.009122,-0.008350,2.799998
0.001159,0.001361,2.809998
0.011440,0.011072,2.819998
0.021720,0.020783,2.829998
0.032001,0.030494,2.839998
0.042282,0.040205,2.849998
0.052563,0.049916,2.859998
0.062844,0.059627,2.869998
0.073125,0.069338,2.879998
0.083405,0.079049,2.889998
0.093686,0.088760,2.899998
0.103967,0.098471,2.909998
0.114248,0.108182,2.919998
0.124529,0.117893,2.929998
0.134809,0.127604,2.939998
0.145090,0.137315,2.949998
0.155371,0.147026,2.959998
0.165652,0.156738,2.969998
0.175933,0.166449,2.979998
0.186214,0.176160,2.989998
0.196494,0.185871,2.999998
0.206775,0.195582,3.009998
0.217056,0.205293,3.019998
0.227337,0.215004,3.029998
0.237618,0.224715,3.039998
0.247898,0.234426,3.049998
0.258179,0.244137,3.059998
0.268460,0.253848,3.069998
0.278741,0.263559,3.079998
0.289022,0.273270,3.089998
0.299303,0.282981,3.099998
0.309583,0.292692,3.109998
0.319864,0.302403,3.119998
0.330145,0.312114,3.129997
0.340426,0.321826,3.139997
0.350707,0.331537,3.149997
0.360987,0.341248,3.159997
0.371268,0.350959,3.169997
0.381549,0.360670,3.179997
0.391830,0.370381,3.189997
0.402111,0.380092,3.199997
0.412392,0.389803,3.209997
0.422672,0.399514,3.219997
0.432953,0.409225,3.229997
0.443234,0.418936,3.239997
0.453515,0.428647,3.249997
0.463796,0.438358,3.259997
0.474076,0.448069,3.269997
0.484357,0.457780,3.279997
0.494638,0.467491,3.289997
0.504919,0.477202,3.299997
0.515200,0.486913,3.309997
0.525481,0.496625,3.319997
0.535761,0.506336,3.329997
0.546042,0.516047,3.339997
0.556323,0.525758,3.349997
0.566604,0.535469,3.359997
0.576885,0.545180,3.369997
0.587166,0.554891,3.379997
0.597447,0.564602,3.389997
0.607727,0.574313,3.399997
0.618008,0.584024,3.409997
0.628289,0.593735,3.419997
0.638570,0.603446,3.429997
0.648851,0.613158,3.439997
0.659132,0.622869,3.449997
0.669412,0.632580,3.459997
0.679693,0.642291,3.469997
0.689974,0.652002,3.479997
0.700255,0.661713,3.489997
0.710536,0.671424,3.499997
0.720817,0.681135,3.509997
0.712571,0.673599,3.519997
0.702152,0.664036,3.529997
0.691733,0.654474,3.539997
0.681314,0.644911,3.549997
0.670894,0.635348,3.559997
0.660475,0.625786,3.569997
0.650056,0.616223,3.579997
0.639637,0.606661,3.589997
0.629218,0.597098,3.599997
0.618799,0.587536,3.609997
0.608380,0.577973,3.619997
0.597961,0.568411,3.629997
0.587542,0.558848,3.639997
0.577123,0.549286,3.649997
0.566704,0.539723,3.659997
0.556285,0.530160,3.669997
0.545866,0.520598,3.679997
0.535447,0.511035,3.689997
0.525027,0.501473,3.699997
0.514608,0.491910,3.709997
0.504189,0.482348,3.719997
0.493770,0.472785,3.729997
0.483351,0.463223,3.739997
0.472932,0.453660,3.749997
0.462513,0.444097,3.759997
0.452094,0.434535,3.769997
0.441675,0.424972,3.779997
0.431256,0.415410,3.789997
0.420837,0.405847,3.799997
