x,y,t
0.800000,1.000000,0.000000
0.800000,1.002000,0.001000
0.800000,1.004000,0.002000
0.800000,1.006000,0.003000
0.800000,1.008000,0.004000
0.800000,1.010000,0.005000
0.800000,1.012000,0.006000
0.800000,1.014000,0.007000
0.800000,1.016000,0.008000
0.800000,1.018000,0.009000
0.800000,1.020000,0.010000
0.800000,1.022000,0.011000
0.800000,1.024000,0.012000
0.800000,1.026000,0.013000
0.800000,1.028000,0.014000
0.800000,1.030000,0.015000
0.800000,1.032000,0.016000
0.800000,1.034000,0.017000
0.800000,1.036000,0.018000
0.800000,1.038000,0.019000
0.800000,1.039999,0.020000
0.800000,1.041999,0.021000
0.800000,1.043999,0.022000
0.800000,1.045999,0.023000
0.800000,1.047999,0.024000
0.800000,1.049999,0.025000
0.800000,1.051999,0.026000
0.800000,1.053999,0.027000
0.800000,1.055999,0.028000
0.800000,1.057999,0.029000
0.800000,1.059999,0.030000
0.800000,1.061999,0.031000
0.800000,1.063999,0.032000
0.800000,1.065999,0.033000
0.800000,1.067999,0.034000
0.800000,1.069999,0.035000
0.800000,1.071999,0.036000
0.800000,1.073999,0.037000
0.800000,1.075999,0.038000
0.800000,1.077999,0.039000
0.800000,1.079999,0.040000
0.800000,1.081999,0.041000
0.800000,1.083999,0.042000
0.800000,1.085999,0.043000
0.800000,1.087999,0.044000
0.800000,1.089999,0.045000
0.800000,1.091999,0.046000
0.800000,1.093999,0.047000
0.800000,1.095999,0.048000
0.800000,1.097999,0.049000
0.800000,1.099999,0.050000
0.800000,1.101999,0.051000
0.800000,1.103999,0.052000
0.800000,1.105999,0.053000
0.800000,1.107999,0.054000
0.800000,1.109999,0.055000
0.800000,1.111999,0.056000
0.800000,1.113999,0.057000
0.800000,1.115999,0.058000
0.800000,1.117998,0.059000
0.800000,1.119998,0.060000
0.800000,1.121998,0.061000
0.800000,1.123998,0.062000
0.800000,1.125998,0.063000
0.800000,1.127998,0.064000
0.800000,1.129998,0.065000
0.800000,1.131998,0.066000
0.800000,1.133998,0.067000
0.800000,1.135998,0.068000
0.800000,1.137998,0.069000
0.800000,1.139998,0.070000
0.800000,1.141998,0.071000
0.800000,1.143998,0.072000
0.800000,1.145998,0.073000
0.800000,1.147998,0.074000
0.800000,1.149998,0.075000
0.800000,1.151998,0.076000
0.800000,1.153998,0.077000
0.800000,1.155998,0.078000
0.800000,1.157998,0.079000
0.800000,1.159998,0.080000
0.800000,1.161998,0.081000
0.800000,1.163998,0.082000
0.800000,1.165998,0.083000
0.800000,1.167998,0.084000
0.800000,1.169998,0.085000
0.800000,1.171998,0.086000
0.800000,1.173998,0.087000
0.800000,1.175998,0.088000
0.800000,1.177998,0.089000
0.800000,1.179998,0.090000
0.800000,1.181998,0.091000
0.800000,1.183998,0.092000
0.800000,1.185998,0.093000
0.800000,1.187998,0.094000
0.800000,1.189998,0.095000
0.800000,1.191998,0.096000
0.800000,1.193998,0.097000
0.800000,1.195997,0.098000
0.800000,1.197997,0.099000
0.800000,1.199997,0.100000
0.800000,1.201997,0.101000
0.800000,1.203997,0.102000
0.800000,1.205997,0.103000
0.800000,1.207997,0.104000
0.800000,1.209997,0.105000
0.800000,1.211997,0.106000
0.800000,1.213997,0.107000
0.800000,1.215997,0.108000
0.800000,1.217997,0.109000
0.800000,1.219997,0.110000
0.800000,1.221997,0.111000
0.800000,1.223997,0.112000
0.800000,1.225997,0.113000
0.800000,1.227997,0.114000
0.800000,1.229997,0.115000
0.800000,1.231997,0.116000
0.800000,1.233997,0.117000
0.800000,1.235997,0.118000
0.800000,1.237997,0.119000
0.800000,1.239997,0.120000
0.800000,1.241997,0.121000
0.800000,1.243997,0.122000
0.800000,1.245997,0.123000
0.800000,1.247997,0.124000
0.800000,1.249997,0.125000
0.800000,1.251997,0.126000
0.800000,1.253997,0.127000
0.800000,1.255997,0.128000
0.800000,1.257997,0.129000
0.800000,1.259997,0.130000
0.800000,1.261997,0.131000
0.800000,1.263997,0.132000
0.800000,1.265997,0.133000
0.800000,1.267997,0.134000
0.800000,1.269997,0.135000
0.800000,1.271996,0.136000
0.800000,1.273996,0.137000
0.800000,1.275996,0.138000
0.800000,1.277996,0.139000
0.800000,1.279996,0.140000
0.800000,1.281996,0.141000
0.800000,1.283996,0.142000
0.800000,1.285996,0.143000
0.800000,1.287996,0.144000
0.800000,1.289996,0.145000
0.800000,1.291996,0.146000
0.800000,1.293996,0.147000
0.800000,1.295996,0.148000
0.800000,1.297996,0.149000
0.800000,1.299996,0.150000
0.800000,1.301996,0.151000
0.800000,1.303996,0.152000
0.800000,1.305996,0.153000
0.800000,1.307996,0.154000
0.800000,1.309996,0.155000
0.800000,1.311996,0.156000
0.800000,1.313996,0.157000
0.800000,1.315996,0.158000
0.800000,1.317996,0.159000
0.800000,1.319996,0.160000
0.800000,1.321996,0.161000
0.800000,1.323996,0.162000
0.800000,1.325996,0.163000
0.800000,1.327996,0.164000
0.800000,1.329996,0.165000
0.800000,1.331996,0.166000
0.800000,1.333996,0.167000
0.800000,1.335996,0.168000
0.800000,1.337996,0.169000
0.800000,1.339996,0.170000
0.800000,1.341996,0.171000
0.800000,1.343996,0.172000
0.800000,1.345996,0.173000
0.800000,1.347996,0.174000
0.800000,1.349995,0.175000
0.800000,1.351995,0.176000
0.800000,1.353995,0.177000
0.800000,1.355995,0.178000
0.800000,1.357995,0.179000
0.800000,1.359995,0.180000
0.800000,1.361995,0.181000
0.800000,1.363995,0.182000
0.800000,1.365995,0.183000
0.800000,1.367995,0.184000
0.800000,1.369995,0.185000
0.800000,1.371995,0.186000
0.800000,1.373995,0.187000
0.800000,1.375995,0.188000
0.800000,1.377995,0.189000
0.800000,1.379995,0.190000
0.800000,1.381995,0.191000
0.800000,1.383995,0.192000
0.800000,1.385995,0.193000
0.800000,1.387995,0.194000
0.800000,1.389995,0.195000
0.800000,1.391995,0.196000
0.800000,1.393995,0.197000
0.800000,1.395995,0.198000
0.800000,1.397995,0.199000
0.800000,1.399995,0.200000
0.800000,1.401995,0.201000
0.800000,1.403995,0.202000
0.800000,1.405995,0.203000
0.800000,1.407995,0.204000
0.800000,1.409995,0.205000
0.800000,1.411995,0.206000
0.800000,1.413995,0.207000
0.800000,1.415995,0.208000
0.800000,1.417995,0.209000
0.800000,1.419995,0.210000
0.800000,1.421995,0.211000
0.800000,1.423995,0.212000
0.800000,1.425995,0.213000
0.800000,1.427994,0.214000
0.800000,1.429994,0.215000
0.800000,1.431994,0.216000
0.800000,1.433994,0.217000
0.800000,1.435994,0.218000
0.800000,1.437994,0.219000
0.800000,1.439994,0.220000
0.800000,1.441994,0.221000
0.800000,1.443994,0.222000
0.800000,1.445994,0.223000
0.800000,1.447994,0.224000
0.800000,1.449994,0.225000
0.800000,1.451994,0.226000
0.800000,1.453994,0.227000
0.800000,1.455994,0.228000
0.800000,1.457994,0.229000
0.800000,1.459994,0.230000
0.800000,1.461994,0.231000
0.800000,1.463994,0.232000
0.800000,1.465994,0.233000
0.800000,1.467994,0.234000
0.800000,1.469994,0.235000
0.800000,1.471994,0.236000
0.800000,1.473994,0.237000
0.800000,1.475994,0.238000
0.800000,1.477994,0.239000
0.800000,1.479994,0.240000
0.800000,1.481994,0.241000
0.800000,1.483994,0.242000
0.800000,1.485994,0.243000
0.800000,1.487994,0.244000
0.800000,1.489994,0.245000
0.800000,1.491994,0.246000
0.800000,1.493994,0.247000
0.800000,1.495994,0.248000
0.800000,1.497994,0.249000
0.800000,1.499994,0.250000
0.800000,1.501994,0.251000
0.800000,1.503994,0.252000
0.800000,1.505993,0.253000
0.800000,1.507993,0.254000
0.800000,1.509993,0.255000
0.800000,1.511993,0.256000
0.800000,1.513993,0.257000
