x,y,t
-0.753625,0.605202,4.173880
-0.755570,0.604736,4.174880
-0.757515,0.604270,4.175880
-0.759460,0.603803,4.176880
-0.761405,0.603337,4.177880
-0.763349,0.602870,4.178880
-0.765294,0.602404,4.179880
-0.767239,0.601938,4.180880
-0.769184,0.601471,4.181880
-0.771129,0.601005,4.182879
-0.773074,0.600538,4.183879
-0.775018,0.600072,4.184879
-0.776963,0.599606,4.185879
-0.778908,0.599139,4.186879
-0.780853,0.598673,4.187879
-0.782798,0.598206,4.188879
-0.784743,0.597740,4.189879
-0.786687,0.597274,4.190879
-0.788632,0.596807,4.191879
-0.790577,0.596341,4.192879
-0.792522,0.595874,4.193879
-0.794467,0.595408,4.194879
-0.796412,0.594941,4.195879
-0.798356,0.594475,4.196878
-0.800301,0.594009,4.197878
-0.802246,0.593542,4.198878
-0.804191,0.593076,4.199878
-0.806136,0.592609,4.200878
-0.808081,0.592143,4.201878
-0.810026,0.591677,4.202878
-0.811970,0.591210,4.203878
-0.813915,0.590744,4.204878
-0.815860,0.590277,4.205878
-0.817805,0.589811,4.206878
-0.819750,0.589345,4.207878
-0.821695,0.588878,4.208878
-0.823639,0.588412,4.209877
-0.825584,0.587945,4.210877
-0.827529,0.587479,4.211877
-0.829474,0.587013,4.212877
-0.831419,0.586546,4.213877
-0.833364,0.586080,4.214877
-0.835308,0.585613,4.215877
-0.837253,0.585147,4.216877
-0.839198,0.584681,4.217877
-0.841143,0.584214,4.218877
-0.843088,0.583748,4.219877
-0.845033,0.583281,4.220877
-0.846977,0.582815,4.221877
-0.848922,0.582349,4.222877
-0.850867,0.581882,4.223876
-0.852812,0.581416,4.224876
-0.854757,0.580949,4.225876
-0.856702,0.580483,4.226876
-0.858647,0.580016,4.227876
-0.860591,0.579550,4.228876
-0.862536,0.579084,4.229876
-0.864481,0.578617,4.230876
-0.866426,0.578151,4.231876
-0.868371,0.577684,4.232876
-0.870316,0.577218,4.233876
-0.872260,0.576752,4.234876
-0.874205,0.576285,4.235876
-0.876150,0.575819,4.236876
-0.878095,0.575352,4.237875
-0.880040,0.574886,4.238875
-0.879413,0.573031,4.239875
-0.878735,0.571149,4.240875
-0.878057,0.569268,4.241875
-0.877379,0.567386,4.242875
-0.876701,0.565504,4.243875
-0.876023,0.563623,4.244875
-0.875345,0.561741,4.245875
-0.874667,0.559860,4.246875
-0.873989,0.557978,4.247875
-0.873311,0.556096,4.248875
-0.872633,0.554215,4.249875
-0.871955,0.552333,4.250875
-0.871277,0.550452,4.251874
-0.870599,0.548570,4.252874
-0.869922,0.546688,4.253874
-0.869244,0.544807,4.254874
-0.868566,0.542925,4.255874
-0.867888,0.541044,4.256874
-0.867210,0.539162,4.257874
-0.866532,0.537280,4.258874
-0.865854,0.535399,4.259874
-0.865176,0.533517,4.260874
-0.864498,0.531636,4.261874
-0.863820,0.529754,4.262874
-0.863142,0.527873,4.263874
-0.862464,0.525991,4.264874
-0.861786,0.524109,4.265873
-0.861108,0.522228,4.266873
-0.860430,0.520346,4.267873
-0.859752,0.518465,4.268873
-0.859074,0.516583,4.269873
-0.858396,0.514701,4.270873
-0.857719,0.512820,4.271873
-0.857041,0.510938,4.272873
-0.856363,0.509057,4.273873
-0.855685,0.507175,4.274873
-0.855007,0.505293,4.275873
-0.854329,0.503412,4.276873
-0.853651,0.501530,4.277873
-0.852973,0.499649,4.278872
-0.852295,0.497767,4.279872
-0.851617,0.495885,4.280872
-0.850939,0.494004,4.281872
-0.850261,0.492122,4.282872
-0.849583,0.490241,4.283872
-0.848905,0.488359,4.284872
-0.848227,0.486477,4.285872
-0.847549,0.484596,4.286872
-0.846871,0.482714,4.287872
-0.846193,0.480833,4.288872
-0.845516,0.478951,4.289872
-0.844838,0.477069,4.290872
-0.844160,0.475188,4.291872
-0.843482,0.473306,4.292871
-0.842804,0.471425,4.293871
-0.842126,0.469543,4.294871
-0.841448,0.467661,4.295871
-0.840770,0.465780,4.296871
-0.840092,0.463898,4.297871
-0.839414,0.462017,4.298871
-0.838736,0.460135,4.299871
-0.838058,0.458253,4.300871
-0.837380,0.456372,4.301871
-0.836702,0.454490,4.302871
-0.836024,0.452609,4.303871
-0.835346,0.450727,4.304871
-0.834668,0.448845,4.305871
-0.833991,0.446964,4.306870
-0.833313,0.445082,4.307870
-0.832635,0.443201,4.308870
-0.831957,0.441319,4.309870
-0.831279,0.439437,4.310870
-0.830601,0.437556,4.311870
-0.829923,0.435674,4.312870
-0.829245,0.433793,4.313870
-0.828567,0.431911,4.314870
-0.827889,0.430029,4.315870
-0.827211,0.428148,4.316870
-0.826533,0.426266,4.317870
-0.825855,0.424385,4.318870
-0.825177,0.422503,4.319870
-0.824499,0.420621,4.320869
-0.823821,0.418740,4.321869
-0.823143,0.416858,4.322869
-0.822465,0.414977,4.323869
-0.821788,0.413095,4.324869
-0.821110,0.411213,4.325869
-0.820432,0.409332,4.326869
-0.819754,0.407450,4.327869
-0.819076,0.405569,4.328869
-0.818398,0.403687,4.329869
-0.817720,0.401805,4.330869
-0.817042,0.399924,4.331869
-0.816364,0.398042,4.332869
-0.815686,0.396161,4.333869
-0.815008,0.394279,4.334868
-0.814330,0.392397,4.335868
-0.813652,0.390516,4.336868
-0.812974,0.388634,4.337868
-0.812296,0.386753,4.338868
-0.811618,0.384871,4.339868
-0.810940,0.382989,4.340868
-0.810263,0.381108,4.341868
-0.809585,0.379226,4.342868
-0.808907,0.377345,4.343868
-0.808229,0.375463,4.344868
-0.807551,0.373581,4.345868
-0.806873,0.371700,4.346868
-0.806195,0.369818,4.347867
-0.805517,0.367937,4.348867
-0.804839,0.366055,4.349867
-0.804161,0.364173,4.350867
-0.803483,0.362292,4.351867
-0.802805,0.360410,4.352867
-0.802127,0.358529,4.353867
-0.801449,0.356647,4.354867
-0.800771,0.354765,4.355867
-0.800093,0.352884,4.356867
-0.799415,0.351002,4.357867
-0.798737,0.349121,4.358867
-0.798060,0.347239,4.359867
-0.797382,0.345357,4.360867
-0.796704,0.343476,4.361866
-0.796026,0.341594,4.362866
-0.795348,0.339713,4.363866
-0.794670,0.337831,4.364866
-0.793992,0.335949,4.365866
-0.793314,0.334068,4.366866
-0.792636,0.332186,4.367866
-0.791958,0.330305,4.368866
-0.791280,0.328423,4.369866
-0.790602,0.326541,4.370866
-0.789924,0.324660,4.371866
-0.789246,0.322778,4.372866
-0.788568,0.320897,4.373866
-0.787890,0.319015,4.374866
-0.787212,0.317133,4.375865
-0.786534,0.315252,4.376865
-0.785857,0.313370,4.377865
-0.785179,0.311489,4.378865
-0.784501,0.309607,4.379865
-0.783823,0.307725,4.380865
-0.783145,0.305844,4.381865
-0.782467,0.303962,4.382865
-0.781789,0.302081,4.383865
-0.781111,0.300199,4.384865
-0.780433,0.298317,4.385865
-0.779755,0.296436,4.386865
-0.779077,0.294554,4.387865
-0.778399,0.292673,4.388865
-0.777721,0.290791,4.389864
-0.777043,0.288909,4.390864
-0.776365,0.287028,4.391864
-0.775687,0.285146,4.392864
-0.775009,0.283265,4.393864
-0.774332,0.281383,4.394864
-0.773654,0.279501,4.395864
-0.772976,0.277620,4.396864
-0.772298,0.275738,4.397864
-0.771620,0.273857,4.398864
-0.770942,0.271975,4.399864
-0.770264,0.270093,4.400864
-0.769586,0.268212,4.401864
-0.768908,0.266330,4.402864
-0.768230,0.264449,4.403863
-0.767552,0.262567,4.404863
-0.766874,0.260685,4.405863
-0.766196,0.258804,4.406863
-0.765518,0.256922,4.407863
-0.764840,0.255041,4.408863
-0.764162,0.253159,4.409863
